Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
88;26802;"International Journal of Speech Technology";journal;"13812416, 15728110";0,485;Q3;39;80;262;3509;733;261;2,51;43,86;Netherlands;Western Europe;"Springer Netherlands";"1995, 1997-2023";"Linguistics and Language (Q1); Computer Vision and Pattern Recognition (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Social Sciences"
89;9000153101;"Foundations and Trends in Human-Computer Interaction";journal;"15513963, 15513955";0,478;Q3;30;0;11;0;63;11;4,75;0,00;United States;Northern America;"Now Publishers Inc";"2007-2022";"Computer Science Applications (Q3); Human-Computer Interaction (Q3)";"Computer Science"
90;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";0,465;Q3;21;127;123;4207;245;123;1,84;33,13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2023";"Control and Systems Engineering (Q2); Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Control and Optimization (Q3); Human-Computer Interaction (Q3); Information Systems (Q3); Signal Processing (Q3)";"Computer Science; Engineering; Mathematics"
91;19700182320;"Advances in Human-Computer Interaction";journal;"16875893, 16875907";0,464;Q3;29;11;49;589;187;49;4,32;53,55;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Human-Computer Interaction (Q3)";"Computer Science"
92;21100904890;"Journal of Computer Languages";journal;"25901184, 26659182";0,460;Q3;56;36;88;1772;231;83;2,59;49,22;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2023";"Computer Networks and Communications (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science"
93;21101044881;"International Journal of Serious Games";journal;"23848766";0,441;Q3;12;31;84;1526;150;71;1,91;49,23;Italy;Western Europe;"Serious Games Society";"2019-2023";"Computer Graphics and Computer-Aided Design (Q2); Education (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
94;21100826927;"Human Technology";journal;"17956889";0,430;Q3;14;24;50;1241;135;47;2,82;51,71;Finland;Western Europe;"Centre of Sociological Research";"2016-2023";"Communication (Q2); Human-Computer Interaction (Q3); Social Psychology (Q3)";"Computer Science; Psychology; Social Sciences"
95;17954;"Computer Methods in Biomechanics and Biomedical Engineering";journal;"14768259, 10255842";0,421;Q3;67;333;434;13972;1035;434;2,29;41,96;United Kingdom;Western Europe;"Informa Healthcare";"1997-2023";"Bioengineering (Q3); Biomedical Engineering (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3); Medicine (miscellaneous) (Q3)";"Chemical Engineering; Computer Science; Engineering; Medicine"
96;21100886426;"Brain-Computer Interfaces";journal;"23262621, 2326263X";0,417;Q3;22;11;39;550;83;38;2,03;50,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2023";"Electrical and Electronic Engineering (Q2); Biomedical Engineering (Q3); Human-Computer Interaction (Q3); Behavioral Neuroscience (Q4)";"Computer Science; Engineering; Neuroscience"
97;21100899438;"Communication Research and Practice";journal;"22063374";0,412;Q3;16;30;80;1729;115;66;1,38;57,63;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016, 2018-2023";"Communication (Q2); Political Science and International Relations (Q2); Computer Networks and Communications (Q3); Human-Computer Interaction (Q3); Marketing (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
98;5800207702;"Interaction Studies";journal;"15720381, 15720373";0,403;Q3;43;20;54;1127;103;52;1,06;56,35;Netherlands;Western Europe;"John Benjamins Publishing Company";"2004-2023";"Linguistics and Language (Q1); Animal Science and Zoology (Q2); Communication (Q2); Human-Computer Interaction (Q3)";"Agricultural and Biological Sciences; Computer Science; Social Sciences"
99;25547;"Interacting with Computers";journal;"18737951, 09535438";0,400;Q3;94;39;92;1916;171;92;1,76;49,13;United Kingdom;Western Europe;"Oxford University Press";"1989-2023";"Library and Information Sciences (Q2); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Social Sciences"
100;21100898028;"Educar";journal;"0211819X, 20148801";0,339;Q3;11;32;94;1108;119;91;1,30;34,63;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2018-2023";"Communication (Q2); Education (Q3); Human-Computer Interaction (Q3)";"Computer Science; Social Sciences"
101;21100897522;"i-com";journal;"21966826, 1618162X";0,335;Q3;12;19;80;769;143;70;1,90;40,47;Germany;Western Europe;"De Gruyter Oldenbourg";"2001-2023";"Communication (Q2); Business, Management and Accounting (miscellaneous) (Q3); Computer Networks and Communications (Q3); Human-Computer Interaction (Q3); Information Systems (Q3); Social Psychology (Q3)";"Business, Management and Accounting; Computer Science; Psychology; Social Sciences"
102;21100898972;"Somatechnics";journal;"20440146, 20440138";0,328;Q4;16;14;59;624;52;50;1,08;44,57;United Kingdom;Western Europe;"Edinburgh University Press";"2011-2023";"Anatomy (Q2); Arts and Humanities (miscellaneous) (Q2); Law (Q2); Sociology and Political Science (Q2); Human Factors and Ergonomics (Q3); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science; Medicine; Social Sciences"
103;21100838052;"Qwerty";journal;"18287344, 22402950";0,324;Q4;9;14;37;419;54;33;0,87;29,93;Italy;Western Europe;"Progetti editoriali s.r.l.";"2017-2023";"Cultural Studies (Q1); Communication (Q2); Education (Q3); Human-Computer Interaction (Q4)";"Computer Science; Social Sciences"
104;21101132207;"Proceedings of the International Conference on New Interfaces for Musical Expression";conference and proceedings;"22204792, 22204806";0,318;-;42;0;271;0;155;268;0,51;0,00;Norway;Western Europe;"";"2001-2022";"Computer Science Applications; Control and Systems Engineering; Hardware and Architecture; Human-Computer Interaction; Instrumentation; Music; Signal Processing";"Arts and Humanities; Computer Science; Engineering; Physics and Astronomy"
105;21100890645;"International Journal of Advances in Intelligent Informatics";journal;"25483161, 24426571";0,315;Q4;16;40;86;1617;154;86;1,69;40,43;Indonesia;Asiatic Region;"Universitas Ahmad Dahlan";"2015-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Human-Computer Interaction (Q4)";"Computer Science"
106;19700186865;"International Journal of Computer Games Technology";journal;"16877047, 16877055";0,303;Q4;23;9;17;399;37;17;2,50;44,33;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Computer Graphics and Computer-Aided Design (Q3); Software (Q3); Human-Computer Interaction (Q4)";"Computer Science"
107;21100220473;"International Journal of Mobile Human Computer Interaction";journal;"1942390X, 19423918";0,301;Q4;22;2;14;152;29;14;0,25;76,00;United States;Northern America;"IGI Global Publishing";"2009-2023";"Human-Computer Interaction (Q4)";"Computer Science"
108;21100440523;"Interaction Design and Architecture(s)";journal;"18269745, 22832998";0,295;Q4;19;21;120;896;148;120;1,08;42,67;Italy;Western Europe;"ASLERD";"2007, 2011-2023";"Architecture (Q2); Media Technology (Q2); Multidisciplinary (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3); Education (Q3); Pharmacology (Q3); Human-Computer Interaction (Q4)";"Computer Science; Engineering; Multidisciplinary; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
109;21100200639;"Journal of Gaming and Virtual Worlds";journal;"1757191X, 17571928";0,279;Q4;17;18;45;920;36;42;0,75;51,11;United Kingdom;Western Europe;"Intellect Ltd.";"2009-2023";"Computer Graphics and Computer-Aided Design (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q4)";"Computer Science"
110;25644;"Presence: Teleoperators and Virtual Environments";journal;"15313263, 10547460";0,273;Q4;101;9;71;419;81;68;0,69;46,56;United States;Northern America;"MIT Press Journals";"1992-2023";"Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
111;21101021794;"Information Technologies and International Development";journal;"15447529, 15447537";0,268;Q4;5;0;2;0;6;2;0,00;0,00;United States;Northern America;"USC Annenberg School for Communication &amp; Journalism";"2019-2020";"Communication (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Development (Q3); Information Systems (Q3); Management of Technology and Innovation (Q3); Human-Computer Interaction (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
112;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";0,266;Q4;19;84;172;3718;211;163;1,00;44,26;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
113;11600154611;"ACM International Conference Proceeding Series";conference and proceedings;"-";0,253;-;151;519;35675;13970;23024;34023;0,58;26,92;United States;Northern America;"Association for Computing Machinery (ACM)";"1993, 1996-1997, 1999-2023";"Artificial Intelligence; Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
114;19700166503;"Journal of Advanced Computational Intelligence and Intelligent Informatics";journal;"13430130, 18838014";0,239;Q4;32;134;297;3439;284;296;1,03;25,66;Japan;Asiatic Region;"Fuji Technology Press";"1997-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
115;21100206263;"New Mathematics and Natural Computation";journal;"17937027, 17930057";0,239;Q4;17;94;122;2629;117;122;0,75;27,97;Singapore;Asiatic Region;"World Scientific";"2012-2023";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Human-Computer Interaction (Q4)";"Computer Science; Mathematics"
116;21101000293;"Mekhatronika, Avtomatizatsiya, Upravlenie";journal;"16846427, 26191253";0,235;Q4;6;71;226;1508;116;226;0,50;21,24;Russian Federation;Eastern Europe;"New Technologies Publishing House";"2019-2023";"Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
117;19700186872;"International Journal of Cognitive Informatics and Natural Intelligence";journal;"15573958, 15573966";0,226;Q4;28;8;117;202;102;117;0,87;25,25;United States;Northern America;"IGI Global Publishing";"2007-2023";"Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science"
118;21100890383;"International Journal of Computing and Digital Systems";journal;"2210142X";0,215;Q4;16;202;464;8155;478;464;1,08;40,37;Bahrain;Middle East;"University of Bahrain";"2012-2023";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science"
119;12492;"Journal of Information Science and Engineering";journal;"10162364";0,213;Q4;42;80;246;2551;196;245;0,75;31,89;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2023";"Library and Information Sciences (Q3); Computational Theory and Mathematics (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Social Sciences"
120;21100781706;"South African Computer Journal";journal;"10157999, 23137835";0,213;Q4;11;21;54;742;37;48;0,52;35,33;South Africa;Africa;"South African Institute of Computer Scientists and Information Technologists";"2016-2023";"Education (Q3); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
121;21101021717;"Journal of Image and Graphics";journal;"10068961";0,212;Q4;15;224;670;11723;998;670;1,66;52,33;China;Asiatic Region;"Editorial and Publishing Board of JIG";"2020-2023";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
122;21101172014;"Designs for Learning";journal;"20017480";0,211;Q4;6;6;29;203;31;29;1,10;33,83;Sweden;Western Europe;"Stockholm University Press";"2019-2023";"Cultural Studies (Q2); Linguistics and Language (Q2); Communication (Q3); Education (Q3); Developmental and Educational Psychology (Q4); Ecology (Q4); Human-Computer Interaction (Q4)";"Computer Science; Environmental Science; Psychology; Social Sciences"
123;21101067491;"Journal of Medical Robotics Research";journal;"24249068, 2424905X";0,208;Q4;16;15;31;542;34;31;1,19;36,13;Singapore;Asiatic Region;"World Scientific";"2016-2023";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Biomedical Engineering (Q4); Computer Science Applications (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering; Mathematics"
124;11900154401;"International Journal of Technology and Human Interaction";journal;"15483916, 15483908";0,203;Q4;23;10;120;479;135;120;0,73;47,90;United States;Northern America;"IGI Publishing";"2005-2023";"Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science"
125;21100902603;"Informatsionno-Upravliaiushchie Sistemy";journal;"25418610, 16848853";0,199;Q4;10;35;122;862;96;122;0,65;24,63;Russian Federation;Eastern Europe;"Saint Petersburg State University of Aerospace Instrumentation";"2018-2022";"Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
126;27358;"New Review of Information Networking";journal;"13614576, 17407869";0,187;Q4;16;5;22;250;30;21;0,93;50,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2008, 2010-2023";"Computer Networks and Communications (Q4); Education (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
127;21100294000;"Information and Control";journal;"10020411";0,185;Q4;12;69;238;2397;211;238;1,06;34,74;China;Asiatic Region;"Science China Press";"2013-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
128;21100901130;"International Journal of Humanities and Arts Computing";journal;"17538548, 17551706";0,164;Q4;14;14;44;501;23;39;0,59;35,79;United Kingdom;Western Europe;"Edinburgh University Press";"1996, 1999-2001, 2007-2023";"Arts and Humanities (miscellaneous) (Q3); Computer Science (miscellaneous) (Q4); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science"
129;21100899952;"Body, Space and Technology";journal;"14709120";0,156;Q4;4;16;46;237;15;45;0,41;14,81;United Kingdom;Western Europe;"Open Library of Humanities";"2018-2023";"Arts and Humanities (miscellaneous) (Q3); Computer Graphics and Computer-Aided Design (Q4); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science"
130;21101172912;"Proceedings of the International Conference on Virtual Learning";conference and proceedings;"18448933, 29719291";0,152;-;4;24;132;522;18;129;0,15;21,75;Romania;Eastern Europe;"National Institute for R and D in Informatics";"2019-2022";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
131;145743;"Journal of Interactive Learning Research";journal;"1093023X";0,135;Q4;31;18;35;973;15;35;0,32;54,06;United States;Northern America;"Association for the Advancement of Computing in Education";"2005-2023";"Computer Science Applications (Q4); Education (Q4); Human-Computer Interaction (Q4)";"Computer Science; Social Sciences"
132;21101052918;"Proceedings of the International Ship Control Systems Symposium";conference and proceedings;"26318741";0,129;-;4;0;50;0;8;48;0,00;0,00;United Kingdom;Western Europe;"Institute of Marine Engineering Science and Technology";"2018, 2020, 2022";"Control and Systems Engineering; Electrical and Electronic Engineering; Human-Computer Interaction; Ocean Engineering";"Computer Science; Engineering"
133;21101111528;"Journal of Autonomous Intelligence";journal;"26305046";0,127;Q4;5;77;40;2498;15;40;0,17;32,44;Singapore;Asiatic Region;"Frontier Scientific Publishing";"2019-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Human-Computer Interaction (Q4)";"Computer Science"
134;16740;"Fujitsu Scientific and Technical Journal";journal;"00162523";0,124;Q4;23;0;16;0;4;15;0,00;0,00;Japan;Asiatic Region;"Fujitsu Ltd";"1968, 1970-2020";"Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering"
135;21100898976;"Virtual Creativity";journal;"23979712, 23979704";0,124;Q4;5;5;48;134;12;32;0,33;26,80;United Kingdom;Western Europe;"Intellect Ltd.";"2017-2023";"Arts and Humanities (miscellaneous) (Q3); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science"
136;21100327713;"International Journal of Automation and Smart Technology";journal;"22239766";0,119;Q4;14;21;27;450;8;27;0,00;21,43;Taiwan;Asiatic Region;"Chinese Institute of Automation Engineers";"2011-2023";"Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Signal Processing (Q4)";"Computer Science; Engineering"
137;21101046136;"Actes (IFSTTAR)";conference and proceedings;"2115418X";0,112;-;2;0;113;0;8;109;0,15;0,00;France;Western Europe;"Driving Simulation Association";"2020-2021";"Automotive Engineering; Experimental and Cognitive Psychology; Human-Computer Interaction";"Computer Science; Engineering; Psychology"
138;21101120437;"Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science";conference and proceedings;"2369811X";0,107;-;1;85;62;1228;6;60;0,10;14,45;Canada;Northern America;"Avestia Publishing";"2021-2022";"Artificial Intelligence; Biomedical Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Human-Computer Interaction; Information Systems";"Computer Science; Engineering"
139;21101133571;"Journal of Machine and Computing";journal;"27887669, 27891801";0,103;Q4;6;50;48;1333;33;48;0,69;26,66;Kenya;Africa;"AnaPub Publications";"2021-2023";"Computational Mechanics (Q4); Computational Theory and Mathematics (Q4); Electrical and Electronic Engineering (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering"
140;6000153223;"Technoetic Arts";journal;"1477965X";0,100;Q4;6;20;74;719;3;72;0,02;35,95;United Kingdom;Western Europe;"Intellect Ltd.";"2012-2022";"Computer Science Applications (Q4); Human-Computer Interaction (Q4); Philosophy (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Computer Science"
141;21101167511;"Advanced Intelligent Systems";journal;"26404567";;-;8;322;0;21067;0;0;0,00;65,43;United States;Northern America;"John Wiley and Sons Inc.";"2020, 2023";"Artificial Intelligence; Computer Vision and Pattern Recognition; Control and Systems Engineering; Electrical and Electronic Engineering; Human-Computer Interaction; Materials Science (miscellaneous); Mechanical Engineering";"Computer Science; Engineering; Materials Science"
142;21101089961;"International Journal on Recent and Innovation Trends in Computing and Communication (discontinued)";journal;"23218169";;-;10;722;247;20602;175;247;0,71;28,53;India;Asiatic Region;"Auricle Global Society of Education and Research";"2019, 2021-2023";"Computer Networks and Communications; Electrical and Electronic Engineering; Human-Computer Interaction; Information Systems; Software";"Computer Science; Engineering"
