Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
247;21101170609;"Complex Systems Informatics and Modeling Quarterly";journal;"22559922";0,280;Q4;9;20;61;1060;76;53;1,49;53,00;Latvia;Eastern Europe;"Riga Technical University";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Information Systems (Q3); Artificial Intelligence (Q4)";"Business, Management and Accounting; Computer Science; Engineering"
248;24847;"Revue d'Intelligence Artificielle";journal;"0992499X";0,278;Q4;22;180;269;5741;536;269;1,83;31,89;France;Western Europe;"Lavoisier";"1995-2023";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
249;15109;"IEICE Transactions on Information and Systems";journal;"17451361, 09168532";0,277;Q4;55;220;845;5579;725;811;0,78;25,36;Japan;Asiatic Region;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"1993-2023";"Computer Vision and Pattern Recognition (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering"
250;21101083166;"Proceedings of the International Symposium on Automation and Robotics in Construction";conference and proceedings;"24135844";0,277;-;6;102;230;2298;186;226;0,81;22,53;Finland;Western Europe;"International Association for Automation and Robotics in Construction (IAARC)";"2021-2023";"Artificial Intelligence; Building and Construction; Civil and Structural Engineering; Computer Science Applications; Control and Systems Engineering; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
251;24449;"Kybernetika";journal;"00235954, 1805949X";0,275;Q4;41;39;162;1192;132;156;0,87;30,56;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"1972-1989, 1996-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Artificial Intelligence (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics"
252;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";0,267;Q4;23;37;85;2174;121;85;1,56;58,76;Netherlands;Western Europe;"IOS Press BV";"2004-2023";"Control and Systems Engineering (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering"
253;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";0,266;Q4;19;84;172;3718;211;163;1,00;44,26;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
254;21100818722;"Cybernetics and Physics";journal;"22237038, 22264116";0,265;Q4;12;35;92;927;91;92;1,01;26,49;Russian Federation;Eastern Europe;"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences";"2016-2023";"Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Fluid Flow and Transfer Processes (Q3); Physics and Astronomy (miscellaneous) (Q3); Artificial Intelligence (Q4); Signal Processing (Q4)";"Chemical Engineering; Computer Science; Mathematics; Physics and Astronomy"
255;21100788860;"International Journal of Mechanical Engineering and Robotics Research";journal;"22780149";0,263;Q4;19;52;466;1338;583;466;1,36;25,73;India;Asiatic Region;"International Journal of Mechanical Engineering and Robotics Research";"2016-2023";"Control and Systems Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4)";"Computer Science; Engineering"
256;21100783205;"Horizon. Studies in Phenomenology";journal;"23116986, 22265260";0,258;Q4;4;29;96;893;27;93;0,23;30,79;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2012-2023";"Philosophy (Q2); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Artificial Intelligence (Q4); Control and Optimization (Q4); Signal Processing (Q4)";"Arts and Humanities; Computer Science; Energy; Engineering; Mathematics"
257;21100872796;"International Journal of Semantic Computing";journal;"17937108, 1793351X";0,258;Q4;20;35;85;1290;64;73;0,51;36,86;Singapore;Asiatic Region;"World Scientific";"2007-2023";"Linguistics and Language (Q2); Computer Networks and Communications (Q3); Information Systems (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Software (Q4)";"Computer Science; Social Sciences"
258;11600154611;"ACM International Conference Proceeding Series";conference and proceedings;"-";0,253;-;151;519;35675;13970;23024;34023;0,58;26,92;United States;Northern America;"Association for Computing Machinery (ACM)";"1993, 1996-1997, 1999-2023";"Artificial Intelligence; Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
259;19270;"International Journal of Software Engineering and Knowledge Engineering";journal;"17936403, 02181940";0,251;Q4;41;84;224;3473;224;213;0,94;41,35;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1996-2023";"Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
260;24802;"Neural Network World";journal;"23364335, 12100552";0,251;Q4;30;25;62;766;84;62;1,24;30,64;Czech Republic;Eastern Europe;"Czech Technical University in Prague";"1994-2023";"Artificial Intelligence (Q4); Hardware and Architecture (Q4); Neuroscience (miscellaneous) (Q4); Software (Q4)";"Computer Science; Neuroscience"
261;21101023180;"International Journal of Advanced Technology and Engineering Exploration";journal;"23945443, 23947454";0,240;Q4;10;97;264;5071;332;264;1,32;52,28;India;Asiatic Region;"Accent Social and Welfare Society";"2019-2023";"Civil and Structural Engineering (Q3); Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
262;21101044727;"Informatics and Automation";journal;"27133206, 27133192";0,239;Q4;13;50;139;2182;123;139;1,10;43,64;Russian Federation;Eastern Europe;"St. Petersburg Federal Research Center of the  Russian Academy of Sciences";"2020-2023";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4)";"Computer Science; Mathematics"
263;19700166503;"Journal of Advanced Computational Intelligence and Intelligent Informatics";journal;"13430130, 18838014";0,239;Q4;32;134;297;3439;284;296;1,03;25,66;Japan;Asiatic Region;"Fuji Technology Press";"1997-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
264;19900191975;"Journal of Uncertain Systems";journal;"17528917, 17528909";0,238;Q4;21;35;59;1023;78;58;1,32;29,23;Singapore;Asiatic Region;"World Scientific";"2011-2019, 2021-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Control and Optimization (Q4)";"Computer Science; Mathematics"
265;21101037310;"Register: Jurnal Ilmiah Teknologi Sistem Informasi";journal;"25023357, 25030477";0,236;Q4;7;14;41;586;75;41;1,89;41,86;Indonesia;Asiatic Region;"Universitas Pesantren Tinggi Darul Ulum";"2015-2023";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3); Artificial Intelligence (Q4); Decision Sciences (miscellaneous) (Q4); Information Systems (Q4)";"Computer Science; Decision Sciences"
266;21101000293;"Mekhatronika, Avtomatizatsiya, Upravlenie";journal;"16846427, 26191253";0,235;Q4;6;71;226;1508;116;226;0,50;21,24;Russian Federation;Eastern Europe;"New Technologies Publishing House";"2019-2023";"Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
267;21101093016;"Chinese Journal of Intelligent Science and Technology";journal;"20966652";0,230;Q4;13;37;153;1766;141;151;0,86;47,73;China;Asiatic Region;"Beijing Xintong Media Co., Ltd.";"2019-2023";"Computer Science (miscellaneous) (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4)";"Computer Science"
268;19700186872;"International Journal of Cognitive Informatics and Natural Intelligence";journal;"15573958, 15573966";0,226;Q4;28;8;117;202;102;117;0,87;25,25;United States;Northern America;"IGI Global Publishing";"2007-2023";"Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science"
269;21101038721;"Data Analysis and Knowledge Discovery";journal;"20963467";0,219;Q4;9;140;441;5176;340;441;0,81;36,97;China;Asiatic Region;"Chinese Academy of Sciences";"2019-2023";"Library and Information Sciences (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
270;21101170296;"CAAI Transactions on Intelligent Systems";journal;"16734785";0,218;Q4;12;108;394;3478;343;389;0,81;32,20;China;Asiatic Region;"";"2019-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
271;24258;"Inteligencia Artificial";journal;"11373601";0,218;Q4;14;23;61;815;79;61;1,15;35,43;Spain;Western Europe;"Asociacion Espanola de Inteligencia Artificial";"2004-2010, 2012-2023";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
272;25482;"International Journal of Robotics and Automation";journal;"19257090, 08268185";0,217;Q4;29;46;161;1389;119;158;0,73;30,20;Canada;Northern America;"Acta Press";"1995-2023";"Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Mechanical Engineering (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
273;21100890383;"International Journal of Computing and Digital Systems";journal;"2210142X";0,215;Q4;16;202;464;8155;478;464;1,08;40,37;Bahrain;Middle East;"University of Bahrain";"2012-2023";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science"
274;21101085281;"Art, Science, and Engineering of Programming";journal;"24737321";0,212;Q4;10;21;46;1090;33;46;0,60;51,90;United States;Northern America;"AOSA Inc.";"2017-2023";"Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
275;21101021717;"Journal of Image and Graphics";journal;"10068961";0,212;Q4;15;224;670;11723;998;670;1,66;52,33;China;Asiatic Region;"Editorial and Publishing Board of JIG";"2020-2023";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
276;21101021990;"International Journal of Intelligent Systems and Applications in Engineering";journal;"21476799";0,209;Q4;16;1025;401;29554;456;401;1,03;28,83;Turkey;Middle East;"Auricle Global Society of Education and Research";"2020-2024";"Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Control and Systems Engineering (Q4); Information Systems (Q4)";"Computer Science; Engineering"
277;21100826268;"Computer Science";journal;"23007036, 15082806";0,208;Q4;10;24;72;1062;63;72;0,71;44,25;Poland;Eastern Europe;"AGH University of Science and Technology";"2017-2023";"Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Modeling and Simulation (Q4)";"Computer Science; Mathematics"
278;21101067491;"Journal of Medical Robotics Research";journal;"24249068, 2424905X";0,208;Q4;16;15;31;542;34;31;1,19;36,13;Singapore;Asiatic Region;"World Scientific";"2016-2023";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Biomedical Engineering (Q4); Computer Science Applications (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering; Mathematics"
279;4900152708;"Studies in Computational Intelligence";book series;"18609503, 1860949X";0,208;Q4;87;1526;4620;49279;4416;1451;0,93;32,29;Germany;Western Europe;"Springer Verlag";"2006-2023";"Artificial Intelligence (Q4)";"Computer Science"
280;11700154336;"Journal of Computer Science";journal;"15493636";0,204;Q4;36;120;353;4464;362;353;1,12;37,20;United States;Northern America;"Science Publications";"2008-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
281;21100440516;"International Journal of Computer Information Systems and Industrial Management Applications";journal;"21507988";0,203;Q4;11;50;101;1957;126;101;0,66;39,14;United States;Northern America;"Machine Intelligence Research Labs";"2015-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4); Management Information Systems (Q4); Signal Processing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science"
282;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";0,199;Q4;20;53;215;1212;205;215;0,98;22,87;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2008-2023";"Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
283;21100826383;"Indonesian Journal of Electrical Engineering and Informatics";journal;"20893272";0,196;Q4;14;85;240;3076;230;240;1,05;36,19;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science (IAES)";"2017-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
284;21101054326;"Studies in Big Data";book series;"21976511, 21976503";0,196;Q4;34;370;813;12884;925;68;0,95;34,82;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2023";"Engineering (miscellaneous) (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
285;21100294000;"Information and Control";journal;"10020411";0,185;Q4;12;69;238;2397;211;238;1,06;34,74;China;Asiatic Region;"Science China Press";"2013-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
286;21100935898;"Computer Science Journal of Moldova";journal;"15614042";0,184;Q4;6;21;64;438;23;61;0,32;20,86;Moldova;Eastern Europe;"Institute of Mathematics and Computer Science of Moldova";"2019-2023";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
287;87936;"Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence";journal;"10036059";0,184;Q4;26;80;312;3756;230;312;0,66;46,95;China;Asiatic Region;"Science China Press";"2001-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
288;21100823281;"International Journal of Software Innovation";journal;"21667179, 21667160";0,175;Q4;13;16;212;622;148;212;0,60;38,88;United States;Northern America;"IGI Global Publishing";"2017-2023";"Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Software (Q4)";"Computer Science"
289;21100831437;"International Journal of Mechatronics and Applied Mechanics";journal;"25594397, 25596497";0,171;Q4;8;61;247;1340;126;243;0,67;21,97;Romania;Eastern Europe;"Cefin Publishing House";"2017-2023";"Artificial Intelligence (Q4); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Computer Science; Engineering; Materials Science"
290;21101176022;"Journal of Applied Data Sciences";journal;"27236471";0,171;Q4;6;43;52;1226;58;52;1,07;28,51;Indonesia;Asiatic Region;"Bright Publisher";"2020-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Information Systems (Q4)";"Computer Science"
291;19700181256;"Constructivist Foundations";journal;"1782348X";0,169;Q4;24;94;245;1932;67;244;0,27;20,55;Belgium;Western Europe;"Vrije Universiteit Brussel";"2010-2023";"Philosophy (Q2); History and Philosophy of Science (Q3); Multidisciplinary (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Education (Q4)";"Arts and Humanities; Computer Science; Multidisciplinary; Neuroscience; Social Sciences"
292;21101029604;"Journal of Robotics, Networking and Artificial Life";journal;"23526386, 24059021";0,165;Q4;6;15;195;200;85;195;0,37;13,33;Japan;Asiatic Region;"ALife Robotics Corporation Ltd";"2019-2022";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4)";"Computer Science"
293;21101164612;"Advances in Artificial Intelligence and Machine Learning";journal;"25829793";0,163;Q4;4;62;42;2026;37;41;0,88;32,68;India;Asiatic Region;"Shimur Publications";"2021-2023";"Artificial Intelligence (Q4)";"Computer Science"
294;21100818502;"Journal of Information Systems and Telecommunication";journal;"23221437, 23452773";0,160;Q4;9;26;90;892;49;90;0,62;34,31;Iran;Middle East;"Iranian Academic Center for Education, Culture and Research";"2013-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4)";"Computer Science"
295;21100454976;"Journal of Automation, Mobile Robotics and Intelligent Systems";journal;"20802145, 18978649";0,157;Q4;13;26;111;811;64;107;0,28;31,19;Poland;Eastern Europe;"Sciendo";"2015-2023";"Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Signal Processing (Q4)";"Computer Science; Engineering"
296;21101172912;"Proceedings of the International Conference on Virtual Learning";conference and proceedings;"18448933, 29719291";0,152;-;4;24;132;522;18;129;0,15;21,75;Romania;Eastern Europe;"National Institute for R and D in Informatics";"2019-2022";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
297;21100853929;"International Journal of Systematic Innovation";journal;"20778767, 20777973";0,151;Q4;6;19;58;855;37;58;0,63;45,00;Taiwan;Asiatic Region;"The Society of Systematic Innovation";"2010-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Mechanical Engineering (Q4); Multidisciplinary (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
298;21100411629;"Web Intelligence";journal;"24056464, 24056456";0,151;Q4;26;30;73;983;41;71;0,33;32,77;Netherlands;Western Europe;"IOS Press BV";"2015-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Computer Science"
299;21101021169;"Applied Computer Science";journal;"18953735, 23536977";0,148;Q4;8;39;96;1165;70;96;0,84;29,87;Poland;Eastern Europe;"Polish Association for Knowledge Promotion";"2019-2023";"Artificial Intelligence (Q4); Biomedical Engineering (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Mechanical Engineering (Q4)";"Computer Science; Economics, Econometrics and Finance; Engineering"
300;21100893766;"Frontiers in ICT";journal;"2297198X";0,148;Q4;27;0;1;0;1;1;0,00;0,00;Switzerland;Western Europe;"Frontiers Media SA";"2014-2020";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
301;21101051699;"System Research and Information Technologies";journal;"16816048, 23088893";0,144;Q4;4;42;105;972;46;105;0,46;23,14;Ukraine;Eastern Europe;"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";"2019-2023";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
302;21100325719;"International Journal of Mechatronics and Automation";journal;"20451059, 20451067";0,138;Q4;16;0;64;0;40;64;0,65;0,00;Switzerland;Western Europe;"Inderscience";"2011-2012, 2014-2018, 2020-2022";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Mechanics (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4)";"Computer Science; Engineering; Mathematics"
303;21100204931;"Sistemi Intelligenti";journal;"11209550, 19738226";0,136;Q4;9;39;112;1596;22;106;0,19;40,92;Italy;Western Europe;"Il Mulino publishing house";"1997-2023";"Linguistics and Language (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology; Social Sciences"
304;21101176845;"Journal of Engineering and Technology for Industrial Applications";journal;"24470228";0,134;Q4;4;39;127;1079;43;127;0,36;27,67;Brazil;Latin America;"Galileo Institute of Technology and Education of the Amazon (ITEGAM)";"2019-2023";"Artificial Intelligence (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4)";"Computer Science; Engineering"
305;21101101245;"Journal of Mechatronics, Electrical Power, and Vehicular Technology";journal;"20886985, 20873379";0,130;Q4;4;10;34;319;13;34;0,38;31,90;Indonesia;Asiatic Region;"National Research and Innovation Agency (BRIN)";"2019-2020, 2022-2023";"Artificial Intelligence (Q4); Automotive Engineering (Q4); Electrical and Electronic Engineering (Q4); Mechanical Engineering (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Computer Science; Energy; Engineering"
306;21101111528;"Journal of Autonomous Intelligence";journal;"26305046";0,127;Q4;5;77;40;2498;15;40;0,17;32,44;Singapore;Asiatic Region;"Frontier Scientific Publishing";"2019-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Human-Computer Interaction (Q4)";"Computer Science"
307;21101042133;"Hellenic Journal of Radiology";journal;"26541629, 25290568";0,120;Q4;3;26;88;503;15;77;0,09;19,35;Greece;Western Europe;"Zita Medical Management";"2019-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Computer Science; Health Professions; Medicine"
308;5800207596;"Linguistica";journal;"2079312X, 11320214";0,120;Q4;6;24;57;700;8;51;0,15;29,17;Uruguay;Latin America;"Asociacion de Linguistica y Filologia de la America Latina";"2012-2023";"Linguistics and Language (Q3); Artificial Intelligence (Q4)";"Computer Science; Social Sciences"
309;21100327713;"International Journal of Automation and Smart Technology";journal;"22239766";0,119;Q4;14;21;27;450;8;27;0,00;21,43;Taiwan;Asiatic Region;"Chinese Institute of Automation Engineers";"2011-2023";"Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Signal Processing (Q4)";"Computer Science; Engineering"
310;21100792504;"Journal of Cognitive Science";journal;"15982327, 19766939";0,118;Q4;6;18;56;732;10;55;0,24;40,67;South Korea;Asiatic Region;"Institute for Cognitive Science at Seoul National University";"2016-2023";"Linguistics and Language (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology; Social Sciences"
311;6700153285;"International Journal of Mobile Network Design and Innovation";journal;"17442869, 17442850";0,115;Q4;12;6;20;151;5;20;0,29;25,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2007, 2009-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
312;145264;"Transactions of the Japanese Society for Artificial Intelligence";journal;"13460714";0,114;Q4;18;29;126;753;23;125;0,13;25,97;Japan;Asiatic Region;"Japanese Society for Artificial Intelligence";"2001-2023";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
313;21101052735;"International Journal of Asia Digital Art and Design";journal;"21897441, 17388074";0,112;Q4;1;3;20;106;3;20;0,18;35,33;Japan;Asiatic Region;"Asia Digital Art and Design Association";"2019-2023";"Visual Arts and Performing Arts (Q3); Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Software (Q4)";"Arts and Humanities; Computer Science"
314;21101033264;"Journal of Forensic Document Examination";journal;"08950849, 26400677";0,111;Q4;4;0;6;0;0;3;0,00;0,00;United States;Northern America;"Association of Forensic Document Examiners";"2014-2019, 2021";"Artificial Intelligence (Q4); Arts and Humanities (miscellaneous) (Q4); Cognitive Neuroscience (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Arts and Humanities; Computer Science; Neuroscience"
315;21101049060;"Challenges to National Defence in Contemporary Geopolitical Situation";conference and proceedings;"25388959";0,107;-;4;0;79;0;10;78;0,05;0,00;Lithuania;Eastern Europe;"";"2018, 2020, 2022";"Artificial Intelligence; Computer Science Applications; Information Systems and Management; Mechanical Engineering; Political Science and International Relations; Safety Research; Safety, Risk, Reliability and Quality; Sociology and Political Science";"Computer Science; Decision Sciences; Engineering; Social Sciences"
316;21101120437;"Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science";conference and proceedings;"2369811X";0,107;-;1;85;62;1228;6;60;0,10;14,45;Canada;Northern America;"Avestia Publishing";"2021-2022";"Artificial Intelligence; Biomedical Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Human-Computer Interaction; Information Systems";"Computer Science; Engineering"
317;21101129623;"NED University Journal of Research";journal;"27065758, 2304716X";0,104;Q4;1;4;9;116;0;9;0,00;29,00;Pakistan;Asiatic Region;"NED University Press";"2022-2023";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computer Science Applications (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Computer Science; Engineering; Materials Science; Mathematics"
318;21101066247;"SAE International Journal of Advances and Current Practices in Mobility";journal;"26419645";0,104;Q4;1;55;9;1253;0;9;0,00;22,78;United States;Northern America;"SAE International";"2019";"Artificial Intelligence (Q4); Automotive Engineering (Q4); Fuel Technology (Q4); Mechanical Engineering (Q4)";"Computer Science; Energy; Engineering"
319;21101056435;"Proceedings of the International Conference Computational Linguistics in Bulgaria";conference and proceedings;"23675578, 23675675";0,101;-;2;0;51;0;4;49;0,07;0,00;Bulgaria;Eastern Europe;"Institute for Bulgarian Language";"2020, 2022";"Artificial Intelligence; Linguistics and Language";"Computer Science; Social Sciences"
320;21101167511;"Advanced Intelligent Systems";journal;"26404567";;-;8;322;0;21067;0;0;0,00;65,43;United States;Northern America;"John Wiley and Sons Inc.";"2020, 2023";"Artificial Intelligence; Computer Vision and Pattern Recognition; Control and Systems Engineering; Electrical and Electronic Engineering; Human-Computer Interaction; Materials Science (miscellaneous); Mechanical Engineering";"Computer Science; Engineering; Materials Science"
321;21101160591;"Journal of Intelligent Systems and Internet of Things";journal;"2769786X, 26906791";;-;3;55;0;1592;0;0;0,00;28,95;United States;Northern America;"American Scientific Publishing Group (ASPG)";"2023";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems";"Computer Science"
322;21100380994;"Lecture Notes in Computational Vision and Biomechanics";book series;"22129391, 22129413";;-;23;65;77;1527;18;0;0,00;23,49;Switzerland;Western Europe;"Springer International Publishing AG";"2012-2020, 2023";"Artificial Intelligence; Biomedical Engineering; Computer Science Applications; Computer Vision and Pattern Recognition; Mechanical Engineering; Signal Processing";"Computer Science; Engineering"
