Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
83;21101072387;"Insurance Markets and Companies";journal;"25229591, 26163551";0,272;Q3;6;14;23;668;64;23;3,38;47,71;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2023";"Business and International Management (Q3); Finance (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
84;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";0,270;Q3;8;13;42;649;62;42;1,27;49,92;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2018-2023";"Economics and Econometrics (Q3); Management Information Systems (Q3); Marketing (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
85;4700151504;"International Journal of Logistics Systems and Management";journal;"17427975, 17427967";0,268;Q3;37;67;223;4307;317;222;0,86;64,28;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2023";"Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
86;21101032143;"Journal of Logistics, Informatics and Service Science";journal;"24092665";0,260;Q3;8;77;104;2836;209;104;1,98;36,83;Hong Kong;Asiatic Region;"";"2020-2023";"Computer Networks and Communications (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
87;21100894851;"International Journal of Supply and Operations Management";journal;"23831359, 23832525";0,254;Q3;11;28;83;1581;120;83;1,41;56,46;Iran;Middle East;"Kharazmi University";"2018-2023";"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Transportation (Q3); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
88;21100857397;"International Journal of E-Services and Mobile Applications";journal;"1941627X, 19416288";0,251;Q3;13;5;69;340;105;69;1,18;68,00;United States;Northern America;"IGI Global Publishing";"2017-2023";"Computer Networks and Communications (Q3); Management Information Systems (Q3); Marketing (Q3); Strategy and Management (Q3); Computer Science Applications (Q4)";"Business, Management and Accounting; Computer Science"
89;19400157135;"International Journal of Knowledge Management Studies";journal;"17438276, 17438268";0,246;Q3;16;15;66;1271;100;66;1,56;84,73;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2007, 2009-2012, 2014-2023";"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
90;21101075855;"Journal of Indonesian Economy and Business";journal;"23385847, 20858272";0,246;Q3;7;15;45;942;70;45;1,53;62,80;Indonesia;Asiatic Region;"Gadjah Mada University";"2019-2023";"Accounting (Q3); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
91;21101043743;"Jordan Journal of Business Administration";journal;"18158633, 23086149";0,245;Q3;6;28;87;1518;69;87;0,86;54,21;Jordan;Middle East;"University of Jordan,Deanship of Scientific Research";"2019-2023";"Accounting (Q3); Business, Management and Accounting (miscellaneous) (Q3); Management Information Systems (Q3); Marketing (Q3)";"Business, Management and Accounting"
92;21100887424;"Electronic Journal of Knowledge Management";journal;"14794411";0,242;Q3;10;15;62;1005;101;59;1,09;67,00;United Kingdom;Western Europe;"Academic Conferences and Publishing International";"2018-2023";"Computer Networks and Communications (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4)";"Business, Management and Accounting; Computer Science"
93;21101073719;"AIS Transactions on Replication Research";journal;"24733458";0,241;Q3;3;7;17;351;11;17;0,65;50,14;United States;Northern America;"Association for Information Systems";"2019, 2021-2022";"Information Systems (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science"
94;21100896486;"International Journal of E-Entrepreneurship and Innovation";journal;"19478585, 19478593";0,238;Q3;6;3;28;225;42;28;0,78;75,00;United States;Northern America;"IGI Global Publishing";"2018-2023";"Law (Q2); Business and International Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Social Sciences"
95;21100896465;"International Journal of Customer Relationship Marketing and Management";journal;"19479247, 19479255";0,230;Q3;6;8;54;467;70;54;1,03;58,38;United States;Northern America;"IGI Global Publishing";"2018-2023";"Business and International Management (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Marketing (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
96;21101036138;"International Journal of Instructional Cases";journal;"2399830X";0,227;Q4;5;8;16;343;28;16;3,00;42,88;United Kingdom;Western Europe;"Herald Academic Ltd";"2017-2023";"Business, Management and Accounting (miscellaneous) (Q3); Management Information Systems (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
97;4100151706;"International Journal of Business Intelligence and Data Mining";journal;"17438195, 17438187";0,224;Q4;22;31;168;1137;148;168;0,77;36,68;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Information Systems and Management (Q3); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
98;21100198470;"International Journal of Information Systems and Supply Chain Management";journal;"19355726, 19355734";0,209;Q4;19;12;78;412;94;78;1,30;34,33;United States;Northern America;"IGI Global Publishing";"2008-2023";"Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science"
99;21101133425;"Tehnicki Glasnik";journal;"18485588, 18466168";0,209;Q4;8;87;166;2239;164;166;0,99;25,74;Croatia;Eastern Europe;"University North";"2021-2023";"Engineering (miscellaneous) (Q3); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Engineering"
100;21101056542;"International Journal of Operations Research and Information Systems";journal;"19479328, 19479336";0,207;Q4;7;0;27;0;55;27;3,45;0,00;United States;Northern America;"IGI Global Publishing";"2019-2022";"Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
101;21100421887;"Lecture Notes in Information Systems and Organisation";conference and proceedings;"21954968, 21954976";0,207;-;20;101;701;2858;461;655;0,65;28,30;Germany;Western Europe;"Springer International Publishing AG";"2013-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
102;21101039156;"Encontros Bibli";journal;"15182924";0,204;Q4;8;66;148;2164;49;146;0,38;32,79;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2023";"Library and Information Sciences (Q3); Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
103;21100440516;"International Journal of Computer Information Systems and Industrial Management Applications";journal;"21507988";0,203;Q4;11;50;101;1957;126;101;0,66;39,14;United States;Northern America;"Machine Intelligence Research Labs";"2015-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4); Management Information Systems (Q4); Signal Processing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science"
104;21100945165;"Acta Informatica Pragensia";journal;"18054951";0,202;Q4;6;27;63;1101;62;59;1,12;40,78;Czech Republic;Eastern Europe;"Prague University of Economics and Business";"2019-2023";"Library and Information Sciences (Q3); Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
105;14100154713;"International Journal of Grid and Utility Computing";journal;"1741847X, 17418488";0,202;Q4;23;53;187;1803;130;184;0,65;34,02;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005, 2009, 2011-2023";"Applied Mathematics (Q4); Computer Science Applications (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Mathematics"
106;21100314708;"International Journal of Business and Systems Research";journal;"17512018, 1751200X";0,197;Q4;19;31;107;1749;103;104;0,98;56,42;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Business and International Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
107;21100874739;"Systemes d'Information et Management";journal;"12604984, 22717188";0,193;Q4;5;0;40;0;16;32;0,38;0,00;France;Western Europe;"IAE School of Management Montpellier University";"2018-2022";"Management Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting"
108;21101162553;"Foundations and Trends in Information Systems";journal;"2331124X, 23311231";0,186;Q4;3;0;8;0;8;8;1,00;0,00;United States;Northern America;"Now Publishers Inc";"2019, 2021-2022";"Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science"
109;6400153175;"International Journal of Services Operations and Informatics";journal;"1741539X, 17415403";0,183;Q4;15;5;43;200;38;42;0,88;40,00;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2013, 2016-2023";"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
110;21101030394;"Business Informatics";journal;"25878158, 2587814X";0,182;Q4;11;24;73;897;65;73;1,04;37,38;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2017-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Information Systems (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
111;17700156709;"Quality - Access to Success";journal;"15822559";0,177;Q4;26;240;585;10464;543;585;0,73;43,60;Romania;Eastern Europe;"SRAC - Societatea Romana Pentru Asigurarea Calitatii";"2009-2023";"Business and International Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
112;21100199341;"International Journal of Data Mining, Modelling and Management";journal;"17591163, 17591171";0,170;Q4;16;20;59;803;41;59;0,60;40,15;Switzerland;Western Europe;"Inderscience";"2008-2023";"Computer Science Applications (Q4); Management Information Systems (Q4); Modeling and Simulation (Q4)";"Business, Management and Accounting; Computer Science; Mathematics"
113;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,169;Q4;9;8;75;423;59;73;0,90;52,88;United States;Northern America;"IGI Global Publishing";"2017-2023";"Communication (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
114;21101089333;"Proceedings on Engineering Sciences";journal;"26202832, 26834111";0,165;Q4;7;115;145;3389;154;145;1,27;29,47;Serbia;Eastern Europe;"Faculty of Engineering, University of Kragujevac";"2019-2023";"Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Management Information Systems (Q4); Materials Science (miscellaneous) (Q4)";"Business, Management and Accounting; Engineering; Materials Science"
115;21101052717;"Journal of Data Protection and Privacy";journal;"23981687, 23981679";0,161;Q4;6;28;85;1224;33;74;0,46;43,71;United Kingdom;Western Europe;"Henry Stewart Publications";"2017-2023";"Law (Q3); Management Information Systems (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
116;12364;"International Journal of Information and Management Sciences";journal;"10171819";0,159;Q4;26;15;60;541;40;58;0,25;36,07;Taiwan;Asiatic Region;"Tamkang University";"1996-2023";"Control and Systems Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
117;21101027487;"Journal of Cultural Marketing Strategy";journal;"20568002, 20568010";0,153;Q4;3;19;46;883;20;40;0,48;46,47;United Kingdom;Western Europe;"Henry Stewart Publications";"2020-2023";"Management Information Systems (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
118;21100200830;"International Journal of Information Science and Management";journal;"20088310, 20088302";0,152;Q4;14;75;134;3284;73;134;0,48;43,79;Iran;Middle East;"Regional Information Center for Science and Technology";"2008-2023";"Library and Information Sciences (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
119;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,148;Q4;15;2;89;63;61;89;0,65;31,50;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
120;21101034343;"European Journal of Business Science and Technology";journal;"26947161, 23366494";0,146;Q4;4;14;45;874;27;45;0,65;62,43;Czech Republic;Eastern Europe;"Mendel University in Brno";"2019-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
121;21100933317;"Journal of Information Systems Security";journal;"15510123, 15510808";0,144;Q4;2;13;28;366;7;21;0,24;28,15;United States;Northern America;"Information Institute";"2019-2023";"Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
122;19700186841;"International Journal of RF Technologies: Research and Applications";journal;"17545749, 17545730";0,143;Q4;18;6;16;230;10;16;0,71;38,33;Netherlands;Western Europe;"IOS Press BV";"2009-2023";"Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Engineering"
123;21100936539;"Revue Europeenne d' Economie et Management des Services";journal;"25550284, 24970107";0,131;Q4;4;5;37;247;11;37;0,29;49,40;France;Western Europe;"Editions Classiques Garnier";"2016-2022";"Management Information Systems (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
124;23585;"Journal of Real Estate Portfolio Management";journal;"10835547";0,130;Q4;23;0;14;0;9;14;0,57;0,00;United States;Northern America;"Taylor and Francis Ltd.";"2003-2021";"Economics, Econometrics and Finance (miscellaneous) (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
125;4700152816;"Logistics Journal";journal;"18607977";0,129;Q4;7;3;80;51;25;79;0,28;17,00;Germany;Western Europe;"Wissenschaftliche Gesellschaft fur Technische Logistik";"2006, 2009-2023";"Control and Systems Engineering (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
126;6700153285;"International Journal of Mobile Network Design and Innovation";journal;"17442869, 17442850";0,115;Q4;12;6;20;151;5;20;0,29;25,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2007, 2009-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
127;21101136672;"Revista de Gestion Publica";journal;"07191839";0,105;Q4;2;4;28;211;3;26;0,05;52,75;Chile;Latin America;"Universidad de Valparaiso";"2019-2022";"Accounting (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Industrial Relations (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting"
128;21101152758;"Journal of Information Systems Engineering and Business Intelligence";journal;"25986333, 24432555";;-;2;23;0;1130;0;0;0,00;49,13;Indonesia;Asiatic Region;"Airlangga University";"2023";"Computer Science (miscellaneous); Information Systems; Information Systems and Management; Management Information Systems";"Business, Management and Accounting; Computer Science; Decision Sciences"
