Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
58;21100464776;"Statistics, Optimization and Information Computing";journal;"23105070, 2311004X";0,375;Q3;19;74;200;2082;276;200;1,38;28,14;United States;Northern America;"International Academic Press";"2013-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Information Systems (Q3); Signal Processing (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
59;4700152485;"Pattern Recognition and Image Analysis";journal;"15556212, 10546618";0,362;Q3;33;75;249;1534;302;249;1,11;20,45;United States;Northern America;"Pleiades Publishing";"2006-2023";"Computer Graphics and Computer-Aided Design (Q3); Computer Vision and Pattern Recognition (Q3)";"Computer Science"
60;12961;"Journal of Computer and Systems Sciences International";journal;"10642307, 15556530";0,344;Q3;24;77;242;1569;183;242;0,74;20,38;United States;Northern America;"Pleiades Publishing";"1993-2023";"Applied Mathematics (Q3); Computer Networks and Communications (Q3); Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics"
61;34202;"Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings";conference and proceedings;"05891019";0,340;-;99;1236;4208;21754;5115;4199;1,08;17,60;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1974-1984, 1989-2022";"Biomedical Engineering; Computer Vision and Pattern Recognition; Health Informatics; Signal Processing";"Computer Science; Engineering; Medicine"
62;21100390407;"Journal of Biomedical Physics and Engineering";journal;"22517200";0,332;Q3;22;64;247;1842;383;230;1,42;28,78;Iran;Middle East;"Shiraz University of Medical Sciences";"2015-2023";"Artificial Intelligence (Q3); Biomedical Engineering (Q3); Computer Science Applications (Q3); Computer Vision and Pattern Recognition (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Radiation (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Bioengineering (Q4)";"Chemical Engineering; Computer Science; Engineering; Health Professions; Medicine; Physics and Astronomy"
63;21101077110;"Cognitive Computation and Systems";journal;"25177567";0,322;Q3;10;25;90;935;135;88;1,43;37,40;United Kingdom;Western Europe;"John Wiley and Sons Inc.";"2019-2023";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Computer Vision and Pattern Recognition (Q3); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology"
64;11300153726;"Intelligent Data Analysis";journal;"1088467X, 15714128";0,322;Q3;52;91;253;3618;294;236;1,02;39,76;Netherlands;Western Europe;"IOS Press BV";"1997-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
65;21101077474;"International Journal of Image, Graphics and Signal Processing";journal;"20749074, 20749082";0,316;Q3;13;42;98;1269;166;98;1,84;30,21;China;Asiatic Region;"Modern Education and Computer Science Press";"2019-2023";"Computer Graphics and Computer-Aided Design (Q3); Computer Vision and Pattern Recognition (Q3); Signal Processing (Q3)";"Computer Science"
66;21100890645;"International Journal of Advances in Intelligent Informatics";journal;"25483161, 24426571";0,315;Q3;16;40;86;1617;154;86;1,69;40,43;Indonesia;Asiatic Region;"Universitas Ahmad Dahlan";"2015-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Human-Computer Interaction (Q4)";"Computer Science"
67;21101044836;"Journal of Computer Science and Technology(Argentina)";journal;"16666046, 16666038";0,312;Q3;5;17;34;516;32;32;0,94;30,35;Argentina;Latin America;"Facultad de Informatica, Universidad Nacional de La Plata";"2021-2023";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Computer Science (miscellaneous) (Q3); Computer Vision and Pattern Recognition (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
68;24310;"International Journal of Pattern Recognition and Artificial Intelligence";journal;"02180014, 17936381";0,302;Q3;62;200;663;7930;921;661;1,20;39,65;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1995-2023";"Computer Vision and Pattern Recognition (Q3); Software (Q3); Artificial Intelligence (Q4)";"Computer Science"
69;11700154323;"Image Analysis and Stereology";journal;"15803139, 18545165";0,300;Q3;30;16;48;557;69;48;0,88;34,81;Slovenia;Eastern Europe;"International Society for Stereology";"2000-2023";"Acoustics and Ultrasonics (Q3); Biotechnology (Q3); Computer Vision and Pattern Recognition (Q3); Instrumentation (Q3); Materials Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Signal Processing (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Materials Science; Mathematics; Medicine; Physics and Astronomy"
70;21101060452;"Vietnam Journal of Computer Science";journal;"21968896";0,285;Q3;9;30;78;1273;116;78;1,38;42,43;Singapore;Asiatic Region;"World Scientific";"2019-2023";"Computational Theory and Mathematics (Q3); Computer Science (miscellaneous) (Q3); Computer Vision and Pattern Recognition (Q3); Information Systems (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
71;21100198475;"Electronic Letters on Computer Vision and Image Analysis";journal;"15775097";0,283;Q3;14;6;47;136;71;47;0,83;22,67;Spain;Western Europe;"Centre de Visio per Computador";"2011-2023";"Computer Vision and Pattern Recognition (Q3); Software (Q4)";"Computer Science"
72;15109;"IEICE Transactions on Information and Systems";journal;"17451361, 09168532";0,277;Q3;55;220;845;5579;725;811;0,78;25,36;Japan;Asiatic Region;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"1993-2023";"Computer Vision and Pattern Recognition (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering"
73;21101070215;"International Workshop on Visual Analytics";conference and proceedings;"26644487";0,277;-;12;13;40;351;29;37;0,76;27,00;Germany;Western Europe;"Eurographics Association";"2011-2023";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Signal Processing; Software";"Computer Science"
74;25644;"Presence: Teleoperators and Virtual Environments";journal;"15313263, 10547460";0,273;Q3;101;9;71;419;81;68;0,69;46,56;United States;Northern America;"MIT Press Journals";"1992-2023";"Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
75;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";0,266;Q3;19;84;172;3718;211;163;1,00;44,26;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
76;21100818722;"Cybernetics and Physics";journal;"22237038, 22264116";0,265;Q3;12;35;92;927;91;92;1,01;26,49;Russian Federation;Eastern Europe;"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences";"2016-2023";"Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Fluid Flow and Transfer Processes (Q3); Physics and Astronomy (miscellaneous) (Q3); Artificial Intelligence (Q4); Signal Processing (Q4)";"Chemical Engineering; Computer Science; Mathematics; Physics and Astronomy"
77;21100899307;"Cyber-Physical Systems";journal;"23335785";0,257;Q3;15;22;37;883;68;37;1,72;40,14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2023";"Computational Mechanics (Q3); Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Computer Vision and Pattern Recognition (Q3); Information Systems (Q3); Control and Systems Engineering (Q4); Hardware and Architecture (Q4)";"Computer Science; Engineering"
78;11600154611;"ACM International Conference Proceeding Series";conference and proceedings;"-";0,253;-;151;519;35675;13970;23024;34023;0,58;26,92;United States;Northern America;"Association for Computing Machinery (ACM)";"1993, 1996-1997, 1999-2023";"Artificial Intelligence; Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
79;21100203110;"Computer Optics";journal;"01342452";0,251;Q4;39;107;338;3493;592;337;1,81;32,64;Russian Federation;Eastern Europe;"Institution of Russian Academy of Sciences, Image Processing Systems Institute of RAS";"2008-2023";"Electrical and Electronic Engineering (Q3); Engineering (miscellaneous) (Q3); Atomic and Molecular Physics, and Optics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Computer Science; Engineering; Physics and Astronomy"
80;21100869464;"International Journal of Image and Graphics";journal;"02194678, 17936756";0,247;Q4;24;151;193;6565;283;193;1,44;43,48;Singapore;Asiatic Region;"World Scientific";"2001-2023";"Computer Graphics and Computer-Aided Design (Q3); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Computer Science"
81;19700166503;"Journal of Advanced Computational Intelligence and Intelligent Informatics";journal;"13430130, 18838014";0,239;Q4;32;134;297;3439;284;296;1,03;25,66;Japan;Asiatic Region;"Fuji Technology Press";"1997-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
82;19900191975;"Journal of Uncertain Systems";journal;"17528917, 17528909";0,238;Q4;21;35;59;1023;78;58;1,32;29,23;Singapore;Asiatic Region;"World Scientific";"2011-2019, 2021-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Control and Optimization (Q4)";"Computer Science; Mathematics"
83;25533;"Proceedings of the Information Visualization Conference";conference and proceedings;"10939547";0,238;-;45;71;250;1637;185;243;0,52;23,06;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995-1997, 1999-2016, 2019-2022";"Computer Vision and Pattern Recognition; Signal Processing; Software";"Computer Science"
84;21100864723;"Advanced Biomedical Engineering";journal;"21875219";0,228;Q4;9;28;73;782;47;71;0,72;27,93;Japan;Asiatic Region;"Japanese Society for Medical and Biological Engineering";"2012-2023";"Biomaterials (Q4); Biomedical Engineering (Q4); Biotechnology (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Materials Science"
85;21100244604;"Scientific Visualization";journal;"20793537";0,220;Q4;12;55;160;1296;85;160;0,60;23,56;Russian Federation;Eastern Europe;"National Research Nuclear University "MEPhI"";"2013-2023";"Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
86;21101170296;"CAAI Transactions on Intelligent Systems";journal;"16734785";0,218;Q4;12;108;394;3478;343;389;0,81;32,20;China;Asiatic Region;"";"2019-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
87;21101052723;"Chinese Journal on Internet of Things";journal;"20963750";0,213;Q4;8;54;166;1969;127;166;0,61;36,46;China;Asiatic Region;"Beijing Xintong Media Co., Ltd.";"2019-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4)";"Computer Science"
88;21101021717;"Journal of Image and Graphics";journal;"10068961";0,212;Q4;15;224;670;11723;998;670;1,66;52,33;China;Asiatic Region;"Editorial and Publishing Board of JIG";"2020-2023";"Computer Graphics and Computer-Aided Design (Q3); Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Human-Computer Interaction (Q4)";"Computer Science"
89;21100211768;"International Journal of Computational Vision and Robotics";journal;"1752914X, 17529131";0,211;Q4;15;35;108;1252;110;108;0,99;35,77;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2012-2023";"Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Computer Science"
90;21100826268;"Computer Science";journal;"23007036, 15082806";0,208;Q4;10;24;72;1062;63;72;0,71;44,25;Poland;Eastern Europe;"AGH University of Science and Technology";"2017-2023";"Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Modeling and Simulation (Q4)";"Computer Science; Mathematics"
91;17700155303;"International Journal of Biometrics";journal;"1755831X, 17558301";0,205;Q4;18;42;90;1604;97;88;1,25;38,19;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2023";"Applied Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering; Mathematics"
92;21100440516;"International Journal of Computer Information Systems and Industrial Management Applications";journal;"21507988";0,203;Q4;11;50;101;1957;126;101;0,66;39,14;United States;Northern America;"Machine Intelligence Research Labs";"2015-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4); Management Information Systems (Q4); Signal Processing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science"
93;87936;"Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence";journal;"10036059";0,184;Q4;26;80;312;3756;230;312;0,66;46,95;China;Asiatic Region;"Science China Press";"2001-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
94;25962;"Imaging Science Journal";journal;"13682199, 1743131X";0,183;Q4;30;115;95;5261;89;95;0,77;45,75;United Kingdom;Western Europe;"Maney Publishing";"1997-2023";"Media Technology (Q3); Computer Vision and Pattern Recognition (Q4)";"Computer Science; Engineering"
95;21101120334;"Journal of Graphics";journal;"2095302X";0,169;Q4;8;130;358;3768;260;357;0,65;28,98;China;Asiatic Region;"";"2019-2023";"Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";"Computer Science; Engineering"
96;13024;"Acta Cybernetica";journal;"0324721X";0,161;Q4;18;13;70;399;39;67;0,60;30,69;Hungary;Eastern Europe;"University of Szeged, Institute of Informatics";"1990-2023";"Computational Theory and Mathematics (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
97;21100818502;"Journal of Information Systems and Telecommunication";journal;"23221437, 23452773";0,160;Q4;9;26;90;892;49;90;0,62;34,31;Iran;Middle East;"Iranian Academic Center for Education, Culture and Research";"2013-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4)";"Computer Science"
98;21101050913;"Journal of Image and Graphics(United Kingdom)";journal;"23013699";0,155;Q4;10;52;49;1505;173;49;3,53;28,94;United Kingdom;Western Europe;"University of Portsmouth";"2021-2023";"Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Computer Science"
99;21101172912;"Proceedings of the International Conference on Virtual Learning";conference and proceedings;"18448933, 29719291";0,152;-;4;24;132;522;18;129;0,15;21,75;Romania;Eastern Europe;"National Institute for R and D in Informatics";"2019-2022";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
100;21100259128;"Journal of Advances in Information Fusion";journal;"15576418";0,145;Q4;16;4;27;108;16;25;0,81;27,00;United States;Northern America;"International Society of Information Fusion";"2013-2022";"Computer Vision and Pattern Recognition (Q4); Information Systems (Q4); Signal Processing (Q4)";"Computer Science"
101;145346;"Machine Graphics and Vision";journal;"2720250X, 12300535";0,120;Q4;14;11;13;390;5;13;0,25;35,45;Poland;Eastern Europe;"Institute of Information Technology, Warsaw University of Life Sciences - SGGW";"2004-2011, 2013-2014, 2016-2023";"Computer Graphics and Computer-Aided Design (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
102;21101033264;"Journal of Forensic Document Examination";journal;"08950849, 26400677";0,111;Q4;4;0;6;0;0;3;0,00;0,00;United States;Northern America;"Association of Forensic Document Examiners";"2014-2019, 2021";"Artificial Intelligence (Q4); Arts and Humanities (miscellaneous) (Q4); Cognitive Neuroscience (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Arts and Humanities; Computer Science; Neuroscience"
103;21100396507;"Algorithmic Finance";journal;"21576203, 21585571";0,102;Q4;11;4;13;111;1;13;0,11;27,75;Netherlands;Western Europe;"IOS Press BV";"2011-2023";"Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Finance (Q4)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
104;21101167511;"Advanced Intelligent Systems";journal;"26404567";;-;8;322;0;21067;0;0;0,00;65,43;United States;Northern America;"John Wiley and Sons Inc.";"2020, 2023";"Artificial Intelligence; Computer Vision and Pattern Recognition; Control and Systems Engineering; Electrical and Electronic Engineering; Human-Computer Interaction; Materials Science (miscellaneous); Mechanical Engineering";"Computer Science; Engineering; Materials Science"
105;21100380994;"Lecture Notes in Computational Vision and Biomechanics";book series;"22129391, 22129413";;-;23;65;77;1527;18;0;0,00;23,49;Switzerland;Western Europe;"Springer International Publishing AG";"2012-2020, 2023";"Artificial Intelligence; Biomedical Engineering; Computer Science Applications; Computer Vision and Pattern Recognition; Mechanical Engineering; Signal Processing";"Computer Science; Engineering"
