Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
181;17260;"IEEE Industry Applications Magazine";journal;"10772618";0,318;Q3;61;78;229;903;141;168;0,58;11,58;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Industrial and Manufacturing Engineering (Q3)";"Energy; Engineering"
182;21101132207;"Proceedings of the International Conference on New Interfaces for Musical Expression";conference and proceedings;"22204792, 22204806";0,318;-;42;0;271;0;155;268;0,51;0,00;Norway;Western Europe;"";"2001-2022";"Computer Science Applications; Control and Systems Engineering; Hardware and Architecture; Human-Computer Interaction; Instrumentation; Music; Signal Processing";"Arts and Humanities; Computer Science; Engineering; Physics and Astronomy"
183;21100829246;"Mechanical Sciences";journal;"2191916X, 21919151";0,317;Q3;29;44;207;1362;266;207;1,20;30,95;Germany;Western Europe;"Copernicus GmbH";"2010-2023";"Civil and Structural Engineering (Q3); Control and Systems Engineering (Q3); Fluid Flow and Transfer Processes (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)";"Chemical Engineering; Engineering"
184;19700186905;"Zhongguo Guanxing Jishu Xuebao/Journal of Chinese Inertial Technology";journal;"10056734";0,315;Q3;21;152;365;2495;566;365;1,62;16,41;China;Asiatic Region;"Editorial Department of Journal of Chinese Inertial Technology";"2010-2023";"Aerospace Engineering (Q3); Control and Systems Engineering (Q3)";"Engineering"
185;12914;"Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice";journal;"10006788";0,312;Q3;46;213;738;9049;1103;738;1,50;42,48;China;Asiatic Region;"Zhongguo Xitong Gongcheng Xuehui";"1998, 2001-2023";"Economic Geology (Q2); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3)";"Computer Science; Earth and Planetary Sciences; Engineering; Mathematics"
186;19700188366;"Gyroscopy and Navigation";journal;"20751109, 20751087";0,311;Q3;24;24;98;945;133;98;1,35;39,38;United States;Northern America;"Pleiades Publishing";"2010-2023";"Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Computer Science; Engineering"
187;21101041536;"SAE International Journal of Connected and Automated Vehicles";journal;"25740741, 2574075X";0,309;Q3;7;33;95;1277;129;88;1,32;38,70;United States;Northern America;"SAE International";"2019-2023";"Automotive Engineering (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
188;21100943513;"Journal of Operation and Automation in Power Engineering";journal;"24234567, 23224576";0,306;Q3;10;42;67;1349;126;67;1,93;32,12;Iran;Middle East;"";"2019-2024";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Information Systems (Q3)";"Computer Science; Energy; Engineering; Mathematics"
189;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";0,304;Q3;25;23;88;682;152;88;1,72;29,65;United Kingdom;Western Europe;"Tsinghua University Press";"2011, 2014-2023";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems (Q3); Logic (Q3); Management Science and Operations Research (Q3); Artificial Intelligence (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
190;17700156763;"Measurement Science Review";journal;"13358871";0,302;Q3;32;36;95;934;127;95;1,26;25,94;Slovakia;Eastern Europe;"Slovak Academy of Sciences - Inst. Measurement Science";"2008-2023";"Biomedical Engineering (Q3); Control and Systems Engineering (Q3); Instrumentation (Q3)";"Engineering; Physics and Astronomy"
191;21100255064;"Mendel";journal;"18033814";0,302;Q3;15;32;51;1136;82;51;1,73;35,50;Czech Republic;Eastern Europe;"Brno University of Technology";"2005-2007, 2009-2023";"Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Decision Sciences (miscellaneous) (Q3); Artificial Intelligence (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
192;21100429738;"International Journal of Air-Conditioning and Refrigeration";journal;"20101325, 20101333";0,301;Q3;20;28;105;1022;133;105;0,93;36,50;United States;Northern America;"Society of Refrigeration and Air Conditioning Engineers";"2015-2023";"Control and Systems Engineering (Q3); Fluid Flow and Transfer Processes (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Energy; Engineering"
193;22679;"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS";journal;"10065911";0,299;Q3;41;352;990;9577;1296;990;1,44;27,21;China;Asiatic Region;"Computer Integrated Manufacturing Systems";"1996-2023";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Software (Q3)";"Computer Science; Engineering"
194;17600155013;"Advances in Fuzzy Systems";journal;"16877101, 1687711X";0,298;Q3;26;9;49;291;90;49;1,48;32,33;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Computational Mathematics (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3)";"Engineering; Mathematics"
195;21101154817;"Iraqi Journal for Electrical and Electronic Engineering";journal;"20786069, 18145892";0,296;Q3;7;34;71;931;119;71;1,68;27,38;Iraq;Middle East;"College of Engineering, University of Basrah";"2021-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Engineering (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
196;21101047137;"Springer Proceedings in Advanced Robotics";conference and proceedings;"25111264, 25111256";0,296;-;24;94;637;2657;644;172;0,91;28,27;Switzerland;Western Europe;"";"2017-2023";"Applied Mathematics; Artificial Intelligence; Computer Science Applications; Control and Systems Engineering; Electrical and Electronic Engineering; Engineering (miscellaneous); Mechanical Engineering";"Computer Science; Engineering; Mathematics"
197;17298;"Conference Record of the IEEE Photovoltaic Specialists Conference";conference and proceedings;"01608371";0,294;-;66;357;1532;3833;932;1529;0,63;10,74;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1978, 1980-1982, 1984-1988, 1990, 1992-1994, 1996-1997, 2000, 2002, 2005, 2008-2013, 2015-2016, 2019-2022";"Control and Systems Engineering; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering";"Engineering"
198;19700187611;"International Journal on Smart Sensing and Intelligent Systems";journal;"11785608";0,294;Q3;31;15;86;587;96;86;0,81;39,13;New Zealand;Pacific Region;"Sciendo";"2008, 2010-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Engineering"
199;5400152712;"IET Circuits, Devices and Systems";journal;"1751858X, 17518598";0,289;Q3;55;23;289;784;442;289;1,46;34,09;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2007-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Engineering"
200;21100450083;"Eastern-European Journal of Enterprise Technologies";journal;"17293774, 17294061";0,288;Q3;36;557;1714;14455;1950;1714;1,22;25,95;Ukraine;Eastern Europe;"Technology Center";"2013-2023";"Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Food Science (Q3); Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q3); Mechanical Engineering (Q3); Environmental Chemistry (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Computer Science; Energy; Engineering; Environmental Science; Mathematics"
201;79015;"Kongzhi yu Juece/Control and Decision";journal;"10010920";0,288;Q3;52;371;1066;12711;1536;1066;1,58;34,26;China;Asiatic Region;"Northeast University";"1997-2023";"Control and Optimization (Q3); Control and Systems Engineering (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
202;21100228305;"International Review of Automatic Control";journal;"19746059, 25332260";0,287;Q3;16;26;104;902;126;104;1,33;34,69;Italy;Western Europe;"Praise Worthy Prize S.r.l";"2010, 2012-2023";"Automotive Engineering (Q3); Control and Systems Engineering (Q3); Discrete Mathematics and Combinatorics (Q3); Instrumentation (Q3); Logic (Q3)";"Engineering; Mathematics; Physics and Astronomy"
203;21100228550;"Complex Systems";journal;"08912513";0,285;Q3;11;17;62;432;50;61;0,47;25,41;United States;Northern America;"Complex Systems Publications, Inc";"2012-2023";"Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
204;21100826382;"Bulletin of Electrical Engineering and Informatics";journal;"20893191, 23029285";0,284;Q3;25;400;1076;12976;2074;1076;1,90;32,44;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science (IAES)";"2017-2023";"Computer Networks and Communications (Q3); Computer Science (miscellaneous) (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Instrumentation (Q3)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
205;21101083166;"Proceedings of the International Symposium on Automation and Robotics in Construction";conference and proceedings;"24135844";0,277;-;6;102;230;2298;186;226;0,81;22,53;Finland;Western Europe;"International Association for Automation and Robotics in Construction (IAARC)";"2021-2023";"Artificial Intelligence; Building and Construction; Civil and Structural Engineering; Computer Science Applications; Control and Systems Engineering; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
206;24932;"Automatisierungstechnik";journal;"01782312, 2196677X";0,276;Q3;29;100;300;2420;283;270;0,87;24,20;Germany;Western Europe;"De Gruyter Oldenbourg";"1964-1968, 1970-1973, 1975-2023";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Computer Science; Engineering"
207;24449;"Kybernetika";journal;"00235954, 1805949X";0,275;Q3;41;39;162;1192;132;156;0,87;30,56;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"1972-1989, 1996-2023";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Artificial Intelligence (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics"
208;6200180184;"Dianji yu Kongzhi Xuebao/Electric Machines and Control";journal;"1007449X";0,274;Q3;26;170;570;3719;710;570;1,28;21,88;China;Asiatic Region;"Harbin University of Science and Technology, Editorial department of Electric Machines and Control";"2007-2023";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)";"Computer Science; Energy; Engineering"
209;25644;"Presence: Teleoperators and Virtual Environments";journal;"15313263, 10547460";0,273;Q3;101;9;71;419;81;68;0,69;46,56;United States;Northern America;"MIT Press Journals";"1992-2023";"Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
210;21101021791;"AIMS Electronics and Electrical Engineering";journal;"25781588";0,272;Q3;10;16;62;757;100;61;1,83;47,31;United States;Northern America;"American Institute of Mathematical Sciences";"2017-2023";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)";"Computer Science; Engineering"
211;5800179616;"International Journal of Industrial and Systems Engineering";journal;"17485037, 17485045";0,270;Q3;32;76;238;3489;268;238;0,85;45,91;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2023";"Control and Systems Engineering (Q3); Industrial and Manufacturing Engineering (Q3)";"Engineering"
212;21100448565;"Zhongguo Kexue Jishu Kexue/Scientia Sinica Technologica";journal;"16747259, 2095946X";0,268;Q3;20;168;388;6600;556;387;1,36;39,29;China;Asiatic Region;"Chinese Academy of Sciences";"2016-2023";"Computer Networks and Communications (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
213;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";0,267;Q3;23;37;85;2174;121;85;1,56;58,76;Netherlands;Western Europe;"IOS Press BV";"2004-2023";"Control and Systems Engineering (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering"
214;21100788860;"International Journal of Mechanical Engineering and Robotics Research";journal;"22780149";0,263;Q3;19;52;466;1338;583;466;1,36;25,73;India;Asiatic Region;"International Journal of Mechanical Engineering and Robotics Research";"2016-2023";"Control and Systems Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4)";"Computer Science; Engineering"
215;21100926584;"Russian Journal of Nonlinear Dynamics";journal;"26585324, 26585316";0,260;Q3;10;33;132;944;83;132;0,51;28,61;Russian Federation;Eastern Europe;"Institute of Computer Science Izhevsk";"2018-2023";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Mechanical Engineering (Q3); Statistical and Nonlinear Physics (Q3); Mathematical Physics (Q4); Modeling and Simulation (Q4)";"Engineering; Mathematics; Physics and Astronomy"
216;24906;"Automatic Control and Computer Sciences";journal;"1558108X, 01464116";0,259;Q3;23;113;341;2194;331;341;0,91;19,42;United States;Northern America;"Pleiades Publishing";"1973-2023";"Control and Systems Engineering (Q3); Signal Processing (Q4); Software (Q4)";"Computer Science; Engineering"
217;56670;"IECON Proceedings (Industrial Electronics Conference)";conference and proceedings;"21624704";0,259;-;79;1119;2553;20241;2088;2549;0,75;18,09;United States;Northern America;"IEEE Computer Society";"1989-1991, 1993-2014, 2016, 2019-2022";"Control and Systems Engineering; Electrical and Electronic Engineering";"Engineering"
218;21101022444;"Aerospace Systems";journal;"25233955";0,258;Q3;10;95;123;2475;147;122;1,33;26,05;Singapore;Asiatic Region;"Springer Science + Business Media";"2018-2023";"Social Sciences (miscellaneous) (Q2); Aerospace Engineering (Q3); Computers in Earth Sciences (Q3); Control and Systems Engineering (Q3); Mechanical Engineering (Q3); Space and Planetary Science (Q4)";"Earth and Planetary Sciences; Engineering; Social Sciences"
219;21100783205;"Horizon. Studies in Phenomenology";journal;"23116986, 22265260";0,258;Q3;4;29;96;893;27;93;0,23;30,79;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2012-2023";"Philosophy (Q2); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3); Artificial Intelligence (Q4); Control and Optimization (Q4); Signal Processing (Q4)";"Arts and Humanities; Computer Science; Energy; Engineering; Mathematics"
220;21100899307;"Cyber-Physical Systems";journal;"23335785";0,257;Q4;15;22;37;883;68;37;1,72;40,14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2023";"Computational Mechanics (Q3); Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Computer Vision and Pattern Recognition (Q3); Information Systems (Q3); Control and Systems Engineering (Q4); Hardware and Architecture (Q4)";"Computer Science; Engineering"
221;19200156954;"Metrology and Measurement Systems";journal;"08608229";0,251;Q4;35;47;148;1509;166;147;1,04;32,11;Poland;Eastern Europe;"Polish Academy of Sciences, Committee on Metrology and Scientific Instrumentation";"2008-2023";"Control and Systems Engineering (Q4); Instrumentation (Q4)";"Engineering; Physics and Astronomy"
222;21100944442;"Journal of System and Management Sciences";journal;"18166075, 18180523";0,246;Q4;13;213;249;9484;443;249;1,67;44,53;Hong Kong;Asiatic Region;"";"2019-2023";"Information Systems (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
223;12585;"Kongzhi Lilun Yu Yinyong/Control Theory and Applications";journal;"10008152";0,243;Q4;39;238;735;7071;789;735;1,01;29,71;China;Asiatic Region;"South China University of Technology";"1993-2023";"Electrical and Electronic Engineering (Q3); Control and Systems Engineering (Q4)";"Engineering"
224;20300195002;"IEEE International Conference on Rehabilitation Robotics";journal;"19457901, 19457898";0,242;Q4;45;133;104;3055;90;103;0,87;22,97;United States;Northern America;"IEEE Computer Society";"2011, 2013, 2015, 2017, 2019, 2022";"Electrical and Electronic Engineering (Q3); Rehabilitation (Q3); Control and Systems Engineering (Q4)";"Engineering; Medicine"
225;21101023180;"International Journal of Advanced Technology and Engineering Exploration";journal;"23945443, 23947454";0,240;Q4;10;97;264;5071;332;264;1,32;52,28;India;Asiatic Region;"Accent Social and Welfare Society";"2019-2023";"Civil and Structural Engineering (Q3); Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
226;21101042317;"Journal of Systems Science and Information";journal;"14789906, 25126660";0,237;Q4;8;42;112;1596;120;110;1,00;38,00;China;Asiatic Region;"Science China Press";"2019-2023";"Decision Sciences (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Applied Mathematics (Q4); Computer Networks and Communications (Q4); Control and Systems Engineering (Q4); Statistics and Probability (Q4)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics"
227;21101000293;"Mekhatronika, Avtomatizatsiya, Upravlenie";journal;"16846427, 26191253";0,235;Q4;6;71;226;1508;116;226;0,50;21,24;Russian Federation;Eastern Europe;"New Technologies Publishing House";"2019-2023";"Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
228;21100773724;"EAI Endorsed Transactions on Energy Web";journal;"2032944X";0,234;Q4;14;52;186;1628;240;186;1,15;31,31;Belgium;Western Europe;"European Alliance for Innovation";"2013-2023";"Energy Engineering and Power Technology (Q3); Marketing (Q3); Control and Systems Engineering (Q4); Information Systems (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Business, Management and Accounting; Computer Science; Energy; Engineering"
229;21100201073;"Journal of Institute of Control, Robotics and Systems";journal;"19765622";0,230;Q4;13;146;450;2511;263;438;0,72;17,20;South Korea;Asiatic Region;"Institute of Control, Robotics and Systems";"2008-2023";"Applied Mathematics (Q4); Control and Systems Engineering (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
230;25495;"Journal Europeen des Systemes Automatises";journal;"21167087, 12696935";0,229;Q4;22;120;300;3653;354;300;1,17;30,44;France;Western Europe;"International Information and Engineering Technology Association";"1996-2014, 2016-2023";"Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
231;18761;"Advances in Complex Systems";journal;"02195259, 17936802";0,224;Q4;38;17;73;919;53;71;0,71;54,06;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2004-2023";"Multidisciplinary (Q2); Control and Systems Engineering (Q4)";"Engineering; Multidisciplinary"
232;15141;"Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics";journal;"1001506X";0,221;Q4;33;425;1254;13488;1159;1254;0,93;31,74;China;Asiatic Region;"Chinese Institute of Electronics";"1990-1991, 2001-2023";"Electrical and Electronic Engineering (Q3); Control and Systems Engineering (Q4)";"Engineering"
233;21100206008;"Acta Mechanica et Automatica";journal;"18984088";0,219;Q4;19;70;114;2221;133;114;1,32;31,73;Poland;Eastern Europe;"Bialystok University of Technology";"2012-2023";"Mechanical Engineering (Q3); Control and Systems Engineering (Q4)";"Engineering"
234;21101170296;"CAAI Transactions on Intelligent Systems";journal;"16734785";0,218;Q4;12;108;394;3478;343;389;0,81;32,20;China;Asiatic Region;"";"2019-2023";"Artificial Intelligence (Q4); Computer Vision and Pattern Recognition (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
235;25482;"International Journal of Robotics and Automation";journal;"19257090, 08268185";0,217;Q4;29;46;161;1389;119;158;0,73;30,20;Canada;Northern America;"Acta Press";"1995-2023";"Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Mechanical Engineering (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
236;21100932833;"International Journal of Space Science and Engineering";journal;"20488459, 20488467";0,215;Q4;3;5;15;138;12;15;0,00;27,60;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2019-2021, 2023";"Aerospace Engineering (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Space and Planetary Science (Q4)";"Computer Science; Earth and Planetary Sciences; Engineering"
237;21101079106;"Journal of Automotive Safety and Energy";journal;"16748484";0,215;Q4;10;40;208;915;166;208;0,92;22,88;China;Asiatic Region;"Tsinghua University Press";"2019-2023";"Automotive Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Control and Systems Engineering (Q4); Mechanical Engineering (Q4)";"Engineering"
238;21101160642;"International Journal of Robotics and Control Systems";journal;"27752658";0,211;Q4;10;63;89;3258;203;89;2,28;51,71;Indonesia;Asiatic Region;"Association for Scientific Computing Electronics and Engineering (ASCEE)";"2021-2023";"Aerospace Engineering (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Mechanical Engineering (Q4)";"Engineering"
239;21101021990;"International Journal of Intelligent Systems and Applications in Engineering";journal;"21476799";0,209;Q4;16;1025;401;29554;456;401;1,03;28,83;Turkey;Middle East;"Auricle Global Society of Education and Research";"2020-2024";"Artificial Intelligence (Q4); Computer Graphics and Computer-Aided Design (Q4); Control and Systems Engineering (Q4); Information Systems (Q4)";"Computer Science; Engineering"
240;18700156728;"International Journal of Vehicle Information and Communication Systems";journal;"17418208, 14710242";0,208;Q4;11;23;70;569;45;70;0,43;24,74;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005, 2008-2009, 2011, 2013, 2017-2023";"Automotive Engineering (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
241;21101150080;"SICE Journal of Control, Measurement, and System Integration";journal;"18849970";0,208;Q4;6;37;116;882;76;114;0,82;23,84;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2020-2023";"Computer Science (miscellaneous) (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
242;17931;"Integrated Ferroelectrics";journal;"16078489, 10584587";0,205;Q4;40;197;616;4716;554;609;0,75;23,94;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2023";"Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4)";"Engineering; Materials Science; Physics and Astronomy"
243;17300154986;"ICIC Express Letters";journal;"1881803X";0,200;Q4;25;238;459;5263;367;458;0,85;22,11;Japan;Asiatic Region;"ICIC Express Letters Office";"2009-2023";"Computer Science (miscellaneous) (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
244;21100902603;"Informatsionno-Upravliaiushchie Sistemy";journal;"25418610, 16848853";0,199;Q4;10;35;122;862;96;122;0,65;24,63;Russian Federation;Eastern Europe;"Saint Petersburg State University of Aerospace Instrumentation";"2018-2022";"Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
245;17600155219;"Shenyang Gongye Daxue Xuebao/Journal of Shenyang University of Technology";journal;"10001646";0,199;Q4;13;115;362;1784;179;362;0,48;15,51;China;Asiatic Region;"Shenyang University of Technology";"2009-2023";"Industrial and Manufacturing Engineering (Q3); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Mechanical Engineering (Q4)";"Engineering"
246;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";0,199;Q4;20;53;215;1212;205;215;0,98;22,87;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2008-2023";"Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
247;21100826383;"Indonesian Journal of Electrical Engineering and Informatics";journal;"20893272";0,196;Q4;14;85;240;3076;230;240;1,05;36,19;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science (IAES)";"2017-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
248;21101054326;"Studies in Big Data";book series;"21976511, 21976503";0,196;Q4;34;370;813;12884;925;68;0,95;34,82;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2023";"Engineering (miscellaneous) (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
249;21100851239;"Mechatronic Systems and Control";journal;"25611771, 2561178X";0,192;Q4;20;27;98;816;73;98;0,86;30,22;Canada;Northern America;"Acta Press";"2018-2023";"Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
250;29706;"Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University";journal;"10067043";0,187;Q4;20;225;765;4974;442;765;0,50;22,11;China;Asiatic Region;"Editorial Board of Journal of Harbin Engineering";"2004-2023";"Aerospace Engineering (Q4); Chemical Engineering (miscellaneous) (Q4); Control and Systems Engineering (Q4); Mechanical Engineering (Q4); Nuclear Energy and Engineering (Q4)";"Chemical Engineering; Energy; Engineering"
251;21101174188;"Life Cycle Reliability and Safety Engineering";journal;"25201360, 25201352";0,187;Q4;4;28;33;1065;30;33;0,91;38,04;Germany;Western Europe;"Springer";"2022-2023";"Applied Mathematics (Q4); Civil and Structural Engineering (Q4); Control and Systems Engineering (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)";"Engineering; Materials Science; Mathematics"
252;11200153523;"International Journal of Manufacturing Research";journal;"17500591, 17500605";0,186;Q4;24;21;30;1002;22;30;0,33;47,71;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2023";"Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Modeling and Simulation (Q4)";"Computer Science; Engineering; Mathematics"
253;21100294000;"Information and Control";journal;"10020411";0,185;Q4;12;69;238;2397;211;238;1,06;34,74;China;Asiatic Region;"Science China Press";"2013-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
254;18868;"International Journal of Vehicle Autonomous Systems";journal;"17415306, 14710226";0,185;Q4;27;14;23;536;31;23;0,80;38,29;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2021, 2023";"Automotive Engineering (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)";"Engineering"
255;21100826363;"WT Werkstattstechnik";journal;"14364980";0,184;Q4;11;107;456;1627;96;428;0,24;15,21;Germany;Western Europe;"VDI Fachmedien GmbH &amp; Co. KG";"2012-2023";"Automotive Engineering (Q4); Control and Systems Engineering (Q4)";"Engineering"
256;21100325436;"Vibroengineering Procedia";conference and proceedings;"23450533";0,179;-;13;170;447;1834;213;429;0,48;10,79;Lithuania;Eastern Europe;"EXTRICA";"2013-2023";"Control and Systems Engineering; Electrical and Electronic Engineering; Materials Science (miscellaneous); Mechanical Engineering; Multidisciplinary; Ocean Engineering";"Engineering; Materials Science; Multidisciplinary"
