Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
1;21101101212;"AI Open";journal;"26666510";8,119;Q1;16;21;46;1045;1720;44;18,17;49,76;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
2;21100831443;"Nature Biomedical Engineering";journal;"2157846X";7,951;Q1;116;201;441;11275;8533;347;20,56;56,09;United States;Northern America;"Nature Publishing Group";"2017-2023";"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Medicine"
3;21100886132;"Science Robotics";journal;"24709476";6,601;Q1;101;94;297;3891;5224;233;16,40;41,39;United States;Northern America;"American Association for the Advancement of Science";"2016-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
4;18935;"IEEE Wireless Communications";journal;"15361284";5,926;Q1;188;167;460;1879;5302;420;10,00;11,25;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2002-2023";"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
5;21100274221;"IEEE Transactions on Cybernetics";journal;"21682275, 21682267";5,641;Q1;185;797;2103;31222;26174;2103;10,59;39,17;United States;Northern America;"IEEE Advancing Technology for Humanity";"2013-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
6;17249;"IEEE Communications Magazine";journal;"01636804";5,631;Q1;282;341;599;3566;5764;482;7,40;10,46;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1979-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
7;18933;"IEEE Transactions on Wireless Communications";journal;"15361276, 15582248";5,371;Q1;251;1086;1927;28831;19313;1927;9,40;26,55;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2000, 2002-2023";"Applied Mathematics (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering; Mathematics"
8;21100420802;"GigaScience";journal;"2047217X";4,621;Q1;88;109;395;7159;3822;395;11,10;65,68;United Kingdom;Western Europe;"Oxford University Press";"2012-2023";"Computer Science Applications (Q1); Health Informatics (Q1)";"Computer Science; Medicine"
9;17339;"IEEE Transactions on Automatic Control";journal;"00189286, 15582523";4,501;Q1;329;1007;1752;27160;12219;1751;6,50;26,97;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1963-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
10;144912;"IEEE Transactions on Industrial Informatics";journal;"15513203";4,420;Q1;193;1035;2489;30287;32448;2432;12,46;29,26;United States;Northern America;"IEEE Computer Society";"2005-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Information Systems (Q1)";"Computer Science; Engineering"
11;21101012669;"npj Digital Medicine";journal;"23986352";4,273;Q1;84;232;508;11375;8001;434;12,51;49,03;United Kingdom;Western Europe;"Nature Publishing Group";"2018-2023";"Computer Science Applications (Q1); Health Informatics (Q1); Health Information Management (Q1); Medicine (miscellaneous) (Q1)";"Computer Science; Health Professions; Medicine"
12;21100235616;"IEEE Transactions on Neural Networks and Learning Systems";journal;"2162237X, 21622388";4,170;Q1;251;1818;1894;46076;23364;1884;11,83;25,34;United States;Northern America;"IEEE Computational Intelligence Society";"2012-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Software (Q1)";"Computer Science"
13;12402;"MIS Quarterly: Management Information Systems";journal;"02767783, 21629730";4,105;Q1;271;60;207;4991;2019;205;7,27;83,18;United States;Northern America;"Management Information Systems Research Center";"1980-2021";"Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
14;21101049047;"Transactions of the Association for Computational Linguistics";journal;"2307387X";4,006;Q1;56;97;232;5911;5002;232;15,63;60,94;United States;Northern America;"MIT Press Journals";"2019-2023";"Artificial Intelligence (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
15;21100262320;"IEEE Transactions on Systems, Man, and Cybernetics: Systems";journal;"21682216, 21682232";3,992;Q1;171;682;1809;30712;17917;1803;10,19;45,03;United States;Northern America;"IEEE Advancing Technology for Humanity";"2011-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
16;29161;"ISPRS Journal of Photogrammetry and Remote Sensing";journal;"09242716";3,760;Q1;187;289;777;21339;10766;772;11,83;73,84;Netherlands;Western Europe;"Elsevier B.V.";"1989-2023";"Atomic and Molecular Physics, and Optics (Q1); Computer Science Applications (Q1); Computers in Earth Sciences (Q1); Engineering (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Computer Science; Earth and Planetary Sciences; Engineering; Physics and Astronomy; Social Sciences"
17;16733;"IEEE Transactions on Medical Imaging";journal;"02780062, 1558254X";3,703;Q1;259;362;1038;16564;12917;1037;9,83;45,76;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1982-2023";"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Radiological and Ultrasound Technology (Q1); Software (Q1)";"Computer Science; Engineering; Health Professions"
18;95101;"IEEE Transactions on Robotics";journal;"15523098";3,669;Q1;190;287;503;14364;5784;503;11,72;50,05;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1992, 2004-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
19;21100200203;"Wiley Interdisciplinary Reviews: Computational Molecular Science";journal;"17590876, 17590884";3,473;Q1;105;48;162;8571;2884;160;19,44;178,56;United States;Northern America;"John Wiley &amp; Sons Inc.";"2011-2023";"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Materials Science; Mathematics"
20;26053;"IEEE Transactions on Industrial Electronics";journal;"02780046";3,395;Q1;341;1638;3601;34386;32055;3597;8,45;20,99;United States;Northern America;"IEEE Industrial Electronics Society";"1969-1978, 1982-2024";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
21;21100338350;"IEEE Internet of Things Journal";journal;"23274662";3,382;Q1;179;2188;4223;79060;43262;4195;9,22;36,13;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2014-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1); Signal Processing (Q1)";"Computer Science; Decision Sciences"
22;21101074919;"Computers and Education: Artificial Intelligence";journal;"2666920X";3,227;Q1;29;79;106;5426;2196;105;18,85;68,68;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
23;15700;"Journal of Management Information Systems";journal;"1557928X, 07421222";3,070;Q1;170;48;132;3917;1016;124;5,82;81,60;United States;Northern America;"M.E. Sharpe Inc.";"1987-2023";"Computer Science Applications (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
24;19169;"Journal of Operations Management";journal;"18731317, 02726963";3,009;Q1;219;62;122;5143;960;111;6,49;82,95;Netherlands;Western Europe;"John Wiley &amp; Sons Inc.";"1980-1991, 1993-2023";"Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
25;18144;"Computer-Aided Civil and Infrastructure Engineering";journal;"14678667, 10939687";2,972;Q1;109;177;330;10794;3645;282;11,16;60,98;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1986-2023";"Civil and Structural Engineering (Q1); Computational Theory and Mathematics (Q1); Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1)";"Computer Science; Engineering"
26;18080;"Robotics and Computer-Integrated Manufacturing";journal;"07365845";2,906;Q1;121;139;451;7589;6031;448;11,86;54,60;United Kingdom;Western Europe;"Elsevier Ltd";"1984-1994, 1996-2024";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mathematics (miscellaneous) (Q1); Software (Q1)";"Computer Science; Engineering; Mathematics"
27;17362;"IEEE Transactions on Knowledge and Data Engineering";journal;"10414347";2,867;Q1;204;1048;941;47239;8405;941;8,47;45,08;United States;Northern America;"IEEE Computer Society";"1989-2023";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
28;20893;"Transportation Research Part C: Emerging Technologies";journal;"0968090X";2,860;Q1;180;345;1080;20105;11151;1072;8,78;58,28;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2023";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
29;22238;"Operations Research";journal;"0030364X, 15265463";2,848;Q1;161;132;400;6302;1292;399;2,63;47,74;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1969-2023";"Computer Science Applications (Q1); Management Science and Operations Research (Q1)";"Computer Science; Decision Sciences"
30;21101076096;"Nature Computational Science";journal;"26628457";2,797;Q1;27;193;339;5889;1649;159;4,86;30,51;United States;Northern America;"Springer Nature";"2021-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1)";"Computer Science"
31;18378;"IEEE Transactions on Intelligent Transportation Systems";journal;"15580016, 15249050";2,580;Q1;201;1484;3053;59257;29560;3035;9,00;39,93;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2000-2023";"Automotive Engineering (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
32;21100466714;"International Journal of Educational Technology in Higher Education";journal;"23659440";2,578;Q1;61;62;183;3613;2510;178;11,28;58,27;Netherlands;Western Europe;"Springer Netherlands";"2016-2023";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
33;17945;"Bioinformatics";journal;"13674811, 13674803";2,574;Q1;462;873;2948;26831;17461;2932;4,60;30,73;United Kingdom;Western Europe;"Oxford University Press";"1985-2023";"Biochemistry (Q1); Computational Mathematics (Q1); Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Molecular Biology (Q1); Statistics and Probability (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
34;21101072502;"NAR Genomics and Bioinformatics";journal;"26319268";2,454;Q1;25;110;347;5970;1644;346;4,07;54,27;United Kingdom;Western Europe;"Oxford University Press";"2019-2023";"Applied Mathematics (Q1); Computer Science Applications (Q1); Genetics (Q1); Molecular Biology (Q1); Structural Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
35;21100933954;"Big Data and Society";journal;"20539517";2,448;Q1;69;118;272;7280;2359;218;6,75;61,69;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2023";"Communication (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
36;21100850798;"npj Computational Materials";journal;"20573960";2,447;Q1;78;223;651;14356;6206;647;8,77;64,38;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2023";"Computer Science Applications (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)";"Computer Science; Engineering; Materials Science; Mathematics"
37;16965;"Internet and Higher Education";journal;"10967516";2,426;Q1;117;18;76;1500;827;75;9,75;83,33;United Kingdom;Western Europe;"Elsevier B.V.";"1998-2024";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
38;27277;"Journal of Network and Computer Applications";journal;"10958592, 10848045";2,417;Q1;141;140;497;12053;5581;494;10,53;86,09;United States;Northern America;"Academic Press";"1996-2024";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1)";"Computer Science"
39;18158;"Computer Methods in Applied Mechanics and Engineering";journal;"00457825";2,397;Q1;231;611;2003;37240;15632;1999;7,46;60,95;Netherlands;Western Europe;"Elsevier B.V.";"1972-2024";"Computational Mechanics (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Computer Science; Engineering; Physics and Astronomy"
40;144747;"Computer Assisted Language Learning";journal;"17443210, 09588221";2,370;Q1;75;115;262;7711;2445;259;8,57;67,05;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-1997, 2004-2023";"Computer Science Applications (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
41;21080;"Mechanical Systems and Signal Processing";journal;"08883270, 10961216";2,363;Q1;210;1184;2549;57287;24909;2533;9,39;48,38;United States;Northern America;"Academic Press";"1987-2023";"Aerospace Engineering (Q1); Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Mechanical Engineering (Q1); Signal Processing (Q1)";"Computer Science; Engineering"
42;13300154706;"Journal of the Association for Information Systems";journal;"15369323";2,302;Q1;97;53;180;5597;1474;157;7,71;105,60;United States;Northern America;"Association for Information Systems";"2007-2023";"Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
43;18997;"ACM Transactions on Information Systems";journal;"10468188, 15582868";2,262;Q1;95;162;193;11502;1582;192;7,07;71,00;United States;Northern America;"Association for Computing Machinery (ACM)";"1983-2023";"Business, Management and Accounting (miscellaneous) (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Business, Management and Accounting; Computer Science"
44;16211;"IEEE Transactions on Multimedia";journal;"15209210";2,260;Q1;152;972;960;43420;8660;956;8,62;44,67;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1999-2023";"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Media Technology (Q1); Signal Processing (Q1)";"Computer Science; Engineering"
45;15134;"Information Sciences";journal;"00200255";2,238;Q1;227;1367;3554;61452;29548;3543;7,89;44,95;United States;Northern America;"Elsevier Inc.";"1968-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
46;21100372437;"IEEE Transactions on Network Science and Engineering";journal;"23274697";2,167;Q1;53;376;911;14104;6170;883;7,00;37,51;United States;Northern America;"IEEE Computer Society";"2014-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1)";"Computer Science; Engineering"
47;21100837352;"Social Media and Society";journal;"20563051";2,156;Q1;68;194;447;12258;3446;447;6,55;63,19;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2023";"Communication (Q1); Computer Science Applications (Q1); Cultural Studies (Q1)";"Computer Science; Social Sciences"
48;12689;"Information Processing and Management";journal;"18735371, 03064573";2,134;Q1;123;355;775;22539;8560;765;10,84;63,49;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2024";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Media Technology (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
49;19113;"IEEE/ASME Transactions on Mechatronics";journal;"10834435";2,133;Q1;160;497;1175;11356;7901;1169;6,38;22,85;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1996-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
50;21100900379;"IEEE Robotics and Automation Letters";journal;"23773766";2,119;Q1;104;1093;3600;34552;21816;3595;5,46;31,61;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
51;21101065916;"Cell Reports Methods";journal;"26672375";2,107;Q1;15;211;229;11242;920;210;4,02;53,28;United States;Northern America;"Cell Press";"2021-2023";"Biochemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Genetics (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine"
52;27237;"IEEE/ACM Transactions on Networking";journal;"10636692";2,034;Q1;184;303;610;10776;2789;610;4,00;35,56;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1993-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Software (Q1)";"Computer Science; Engineering"
53;18658;"Production Planning and Control";journal;"09537287, 13665871";2,020;Q1;104;186;324;17600;3657;315;10,23;94,62;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2023";"Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
54;18300156728;"IEEE Transactions on Services Computing";journal;"19391374";2,002;Q1;87;398;518;15144;3365;514;5,57;38,05;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences"
55;21100208044;"Policy and Internet";journal;"19442866";1,977;Q1;43;51;99;3568;668;93;5,55;69,96;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2012-2023";"Computer Science Applications (Q1); Health Policy (Q1); Health (social science) (Q1); Public Administration (Q1)";"Computer Science; Medicine; Social Sciences"
56;21100256982;"IEEE Journal of Biomedical and Health Informatics";journal;"21682208, 21682194";1,964;Q1;156;683;1339;26062;11469;1316;7,61;38,16;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2013-2023";"Biotechnology (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Health Informatics (Q1); Health Information Management (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Health Professions; Medicine"
57;4700152301;"Journal of Field Robotics";journal;"15564967, 15564959";1,949;Q1;114;128;184;6914;1785;178;6,35;54,02;United States;Northern America;"John Wiley &amp; Sons Inc.";"2006-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1)";"Computer Science; Engineering"
58;18644;"Journal of Manufacturing Technology Management";journal;"1741038X";1,948;Q1;93;73;228;5414;2527;225;9,58;74,16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2024";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Software (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Engineering"
59;21100451321;"Scientific data";journal;"20524463";1,937;Q1;120;899;1482;45502;12101;136;5,91;50,61;United Kingdom;Western Europe;"Nature Publishing Group";"2014-2023";"Computer Science Applications (Q1); Education (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
60;21101024053;"Big Data Mining and Analytics";journal;"20960654";1,933;Q1;38;41;74;1894;875;73;11,80;46,20;China;Asiatic Region;"Institute of Electrical and Electronics Engineers Inc.";"2018-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
61;21100304858;"Information Technology and Tourism";journal;"10983058, 19434294";1,901;Q1;39;31;73;2033;884;70;8,00;65,58;United States;Northern America;"Springer Science + Business Media";"2014-2023";"Computer Science Applications (Q1); Information Systems (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Computer Science"
62;21100976672;"IEEE Transactions on Emerging Topics in Computational Intelligence";journal;"2471285X";1,894;Q1;41;172;241;7254;1596;232;6,14;42,17;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017-2023";"Artificial Intelligence (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Control and Optimization (Q1)";"Computer Science; Mathematics"
63;18896;"IEEE Communications Letters";journal;"10897798";1,887;Q1;164;707;2045;11167;8981;2045;4,11;15,79;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1997-2023";"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Modeling and Simulation (Q1)";"Computer Science; Engineering; Mathematics"
64;24201;"Expert Systems with Applications";journal;"09574174";1,875;Q1;271;2272;4192;128885;41492;4192;9,29;56,73;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1)";"Computer Science; Engineering"
65;21100301445;"Journal of Research on Technology in Education";journal;"19450818, 15391523";1,866;Q1;75;98;124;6503;1063;121;8,11;66,36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2023";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
66;12419;"International Journal of Systems Science";journal;"00207721, 14645319";1,851;Q1;83;197;682;8532;3198;679;5,60;43,31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1970-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Theoretical Computer Science (Q1)";"Computer Science; Engineering; Mathematics"
67;26183;"Journal of Computer Assisted Learning";journal;"13652729, 02664909";1,842;Q1;114;179;313;12758;2443;312;7,41;71,27;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2023";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
68;21100901150;"Data Science and Engineering";journal;"23641541, 23641185";1,836;Q1;28;34;89;1470;554;83;7,23;43,24;Germany;Western Europe;"Springer";"2016-2023";"Artificial Intelligence (Q1); Computational Mechanics (Q1); Computer Science Applications (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
69;24807;"Neurocomputing";journal;"09252312, 18728286";1,815;Q1;196;975;4641;57031;33170;4590;6,79;58,49;Netherlands;Western Europe;"Elsevier B.V.";"1989-2023";"Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Science Applications (Q1)";"Computer Science; Neuroscience"
70;13579;"Data Mining and Knowledge Discovery";journal;"13845810, 1573756X";1,813;Q1;117;93;218;5350;1455;215;4,56;57,53;Netherlands;Western Europe;"Springer Netherlands";"1997-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
71;21101101329;"International Journal of Cognitive Computing in Engineering";journal;"26663074";1,810;Q1;16;36;58;1641;642;57;12,39;45,58;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Information Systems (Q1); Information Systems and Management (Q1)";"Computer Science; Decision Sciences; Engineering"
72;18093;"Archives of Computational Methods in Engineering";journal;"18861784, 11343060";1,801;Q1;92;207;456;28891;5544;455;11,41;139,57;Netherlands;Western Europe;"Springer Netherlands";"1994-2023";"Applied Mathematics (Q1); Computer Science Applications (Q1)";"Computer Science; Mathematics"
73;18874;"Journal of Educational Computing Research";journal;"15414140, 07356331";1,792;Q1;76;72;200;4558;1651;200;7,86;63,31;United States;Northern America;"SAGE Publications Inc.";"1990, 1995-2023";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
74;21101093601;"IEEE Transactions on Artificial Intelligence";journal;"26914581";1,771;Q1;19;312;154;7780;1075;153;5,94;24,94;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1)";"Computer Science"
75;9000153105;"Nonlinear Analysis: Hybrid Systems";journal;"1751570X";1,760;Q1;68;112;281;4490;1320;280;4,60;40,09;Netherlands;Western Europe;"Elsevier B.V.";"2007-2024";"Analysis (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1)";"Computer Science; Engineering; Mathematics"
76;19600157322;"Journal of Cheminformatics";journal;"17582946";1,745;Q1;83;120;254;5635;2433;248;7,21;46,96;United Kingdom;Western Europe;"Chemistry Central";"2009-2023";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Computer Science; Social Sciences"
77;30441;"Computers and Electronics in Agriculture";journal;"01681699";1,735;Q1;168;862;2056;40643;21572;2056;9,27;47,15;Netherlands;Western Europe;"Elsevier B.V.";"1985-2023";"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Computer Science Applications (Q1); Forestry (Q1); Horticulture (Q1)";"Agricultural and Biological Sciences; Computer Science"
78;18163;"Computers and Geotechnics";journal;"0266352X, 18737633";1,725;Q1;131;676;1388;35872;8678;1376;5,76;53,07;United Kingdom;Western Europe;"Elsevier B.V.";"1985-2023";"Computer Science Applications (Q1); Geotechnical Engineering and Engineering Geology (Q1)";"Computer Science; Earth and Planetary Sciences"
79;24303;"Computer Standards and Interfaces";journal;"09205489";1,698;Q1;76;59;135;2945;869;135;6,54;49,92;Netherlands;Western Europe;"Elsevier B.V.";"1985-2024";"Computer Science Applications (Q1); Hardware and Architecture (Q1); Law (Q1); Software (Q1)";"Computer Science; Social Sciences"
80;21100922758;"Journal of Computers in Education";journal;"21979995, 21979987";1,696;Q1;23;70;75;4463;725;74;10,37;63,76;Germany;Western Europe;"Springer Berlin";"2019-2023";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
81;18916;"Social Science Computer Review";journal;"15528286, 08944393";1,695;Q1;91;148;209;9363;1357;207;5,86;63,26;United States;Northern America;"SAGE Publications Inc.";"1983-2023";"Computer Science Applications (Q1); Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
82;21101072017;"Machine Intelligence Research";journal;"2731538X, 27315398";1,681;Q1;11;59;34;4660;237;32;6,97;78,98;China;Asiatic Region;"Chinese Academy of Sciences";"2022-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Systems Engineering (Q1); Modeling and Simulation (Q1); Signal Processing (Q1)";"Computer Science; Engineering; Mathematics"
